id,name,artist,release-date,release-country,duration,tracks_track_name,tracks_track_duration,tracks_track_position
mbrainz_27370,Sunriser,"Ishii, Ken",2006-11-01,Japan,3761,"['Sunriser (feat. 7th Gate)', 'Let It All Ride', 'Organised Green (feat. Fabrice Lig)', 'Mars Buggies', 'Time Flies', 'Beam Skywards', 'Perfect Memory (feat. Bryan Zentz)', 'Reflexion', 'Free Energy', 'The Rescue', ""Cubitos de hielo (feat. Funk D'Void)""]","['354', '260', '361', '493', '357', '187', '336', '478', '282', '257', '396']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_27382,Waken the Nightmare,Morphelia,2009-01-01,Germany,"['3585', '3451']","['Walk Through the Park', 'The En-Trance (From the Outside Coming In)', 'Hunt in the Hall', ""In the Captain's Room"", 'Never-Ending Steps', 'Blue Chamber', '365 Windows (From the Inside Looking Out)', 'Mirror Labyrinth (Lost in the Way)', 'From the Room of Silence', 'Imaginos (A Taste of Evil)', 'On the Roof (A Taste of Freedom)', 'In the Hall of Stormy Oceans', 'The End Is the Beginning of the End (From the Inside Coming Out)']","['237', '81', '630', '363', '484', '279', '615', '520', '376', '409', '467', '939', '1636']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_27388,Buried in Broken Glass,Cream Abdul Babar,,,0,"['Kill People', ""It's Hard to Sue When You're Laughing"", 'E Is for Intelligent', 'A Guide to Home Ownership', 'Blown Goat', 'Blast and Damn', 'Todd Space Is My Day Job', 'Tijuana Donkey Ride', 'Attack Ships on Fire', 'Empire of the Dead', 'Specialization Is for Insects']",[],"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_27397,Love and Theft,Love and Theft,2012-07-24,United States,2325,"['Angel Eyes', 'Inside Out', 'Runninâ€™ Out of Air', 'Amen', 'If You Ever Get Lonely', 'Thinking of You (And Me)', 'Town Drunk', 'Real Good Sign', ""She's Amazing"", 'Girls Love to Shake It', 'Girls Look Hot in Trucks']","['186', '194', '200', '216', '228', '205', '249', '203', '239']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_27411,The Butterfly Factory,7 Times Suicide,,,1362,"['So', 'Turn Back Time', 'Sounds Like Revolution', 'Fly With You', 'A Necklace Made of Feelings', 'My Favourite Game']","['240', '197', '202', '221', '268', '234']","['1', '2', '3', '4', '5', '6']"
mbrainz_27422,Primordial Echoes for Modern Bigfoots (album),T.H.U.M.B.,2012-06-17,Italy,3305,"['Bigfoot', 'Monstergods', 'Inconsistence', 'Lived Namow', 'Road Song', 'Wear it Out', 'Superlover', 'Into the Deepest Green', 'East Clintwood', 'Pietrosaurus', 'Reaching the Afterglow', 'Stonebridge Deluxe']","['317', '258', '280', '124', '363', '406', '222', '276', '187', '194', '410', '268']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_27423,Parade of Echos,"Kennedy, Maura",,United States,2809,"['The Thing With Feathers', 'New Way to Live', 'Sun Burns Gold', 'Chains', 'Patience', 'Time Will Steal Your Heart', 'October', 'Just the Rain', 'Some Kind of Life', 'Dreamless Sleep', 'Make It Last', 'Summer Coulda Lasted Forever', 'Shadows With the Lonely']","['202', '248', '218', '247', '208', '206', '269', '219', '227', '174', '235', '154']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_27498,Marrakech in the Cool of the Evening,"Weston, Randy",1994-01-01,France,4202,"['In the Cool of the Evening', 'Portrait of Billie Holiday', 'Two Different Ways to Play the Blues', ""Portrait of Dizzy: A Night in Tunisia / Woody 'n' You / Con Alma / Tin Tin Deo"", 'Lisa Lovely', 'Uli Shrine', 'Blues for Elma Lewis', 'Ballad for T.', 'Valse Triste Valse', 'Where?', ""Let's Climb a Hill"", 'The Jitterbug Waltz', 'Blues for Five Reasons', 'Lotus Blossom']","['225', '280', '339', '452', '201', '267', '233', '293', '246', '392', '217', '315', '366', '376']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']"
mbrainz_27507,A Golden Classics Edition (orig.),"Newbeats, The",1992-01-01,United States,2456,"['Bread and Butter', 'Run Baby Run (Back Into My Arms)', ""Everything's Alright"", 'Break Away (From That Boy)', '(The Bees Are for the Birds) The Birds Are for the Bees', 'Shake Hands and Come Out Crying', 'Tough Little Buggy', 'Pink Dolly Rue', 'Hey-O-Daddy-O', ""I Can't Hear You No More"", 'Better Watch Your Step', 'Mean Wooly Willie', 'Poison Pen', 'Little Child', 'A Patent on Love', ""Don't Turn Me Loose"", 'Short on Love', 'Evil Eva']","['121', '180', '136', '149', '132', '134', '158', '142', '145', '123', '111', '105', '144', '127', '135']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']"
mbrainz_27523,Canadian Capers / It's Better to Conceal Than Reveal,"Day, Doris",1949-01-01,United States,0,"['Canadian Capers', ""It's Better to Conceal Than Reveal""]",[],"['1', '2']"
mbrainz_27554,New Wave Jacket,POLYSICS,2001-04-25,Japan,495,"['New Wave Jacket', 'Spark', 'Kattobase!']","['161', '200', '134']","['1', '2', '3']"
mbrainz_27555,Millenium Done I: Empire Songs,"Merry Thoughts, The",1993-01-01,Germany,3168,"['Dreamland', 'I Say', 'Pale Empress', 'Stars', 'Scars', 'Second Generation', 'Glory Boys', 'You Came']","['258', '275', '219', '283', '233', '396', '346', '1158']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_27564,It's a Puzzle,Trout Fishing in America (and others),,,2049,"[""It's a Puzzle"", 'Fill It Up', 'The Goops', 'I Get Ideas', 'Why I Pack My Lunch', ""It's Gone"", 'Relax', 'Wrong Right', 'La La Land', 'Alien in My Nose', 'The King of My Mountain', ""It's Like""]","['151', '172', '147', '159', '176', '206', '173', '136', '215', '178', '148', '188']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_27580,This Beautiful Tragedy,Rocket Uppercut,,,0,"['The Arrival', 'Would I Stop', 'Smashing on Love', ""(We'll Always Love the) Stars"", '(Whoo!) 2! 3! 4!', ""Rock'n'Roll Science"", ""Why D'You Tell Me"", 'Cinderella', 'Secret Song', ""That's What I Do"", 'Choices, Part One', 'Choices, Part Two']",[],"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_27627,The Trouble EP,Serenity,2004-01-01,Australia,1287,"['When We Were Young (feat. Tom Thum)', 'Stop Start It (remix) (feat. Tom Thum)', 'Trouble (feat. Kel)', 'Birds (feat. Sammsonite & Robby Balboa)', 'Fresh', 'Hole In My Tooth', 'Stickybeak', 'Adelaide']","['30', '157', '240', '232', '42', '280', '21', '285']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_27640,The Woods,Sleaterâ€?Kinney,2005-05-24,United States,2883,"['The Fox', 'Wilderness', 'Whatâ€™s Mine Is Yours', 'Jumpers', 'Modern Girl', 'Entertain', 'Rollercoaster', 'Steep Air', 'Letâ€™s Call It Love', 'Night Light']","['205', '220', '298', '264', '181', '295', '244', '661']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_27651,Coke-and-Spiriters,Dream Bitches,2008-05-20,United States,2155,"['Bad Luck Bill', 'Hierarchy Island', 'Bronxy Marie', 'Maniacal Mechanic', ""Mother's Day"", 'Spoke on a Wheel', 'Me and the Major', 'Sweet Anneth', 'Video Games', 'Way to Go']","['181', '183', '157', '158', '231', '151', '202', '185', '263', '444']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_27665,Broken Melody,Angel of Disease,2005-02-10,Georgia,1675,"[""Mirror's Tale"", 'Progress', 'The Day Before I Start to Live', 'Broken Melody', 'áƒ™áƒ?áƒ¨áƒ™áƒ˜', 'Bad Dream']","['330', '320', '211', '217', '303', '294']","['1', '2', '3', '4', '5', '6']"
mbrainz_27696,Rotten Roma Casino,Spiritual Front,2010-01-01,Italy,2818,"['Darkroom Friendship', 'Sad Almost a Winner', 'My Erotic Sacrifice', 'Kiss the Girls and Make Them Die', 'The Days of Anger', 'German Boys', 'Odete', 'Black Dogs of Mexico', 'Song for Johnny', 'Bare Knuckle Boy', 'Cold Love (In a Cold Coffin)', 'Overkilled Heart']","['198', '245', '248', '213', '263', '193', '278', '182', '230', '216', '204', '348']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_27763,California,"Farmer, MylÃ¨ne",1995-01-01,,238,['California (radio edit)'],['238'],['1']
mbrainz_27764,Classics,"King, B.B.",,,2351,"['How Blue Can You Get', 'Paying The Cost To Be The Boss', 'Sweet Sixteen', 'Evil Child', ""You've Done Lost Your Good Thing Now"", 'The Letter', 'Everyday I Have The Blues', 'Catfish Blues', ""It's My Own Fault Baby"", 'The Thrill Is Gone']","['206', '158', '259', '235', '316', '210', '304', '148', '216', '299']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_27773,17 Years in the Life of Metallica,Metallica,,,"['4488', '4559', '4727']","['The Ecstasy of Gold (Short)', 'The Four Horsemen', 'Seek & Destroy', 'For Whom the Bell Tolls', 'Fight Fire With Fire', 'Fade to Black', 'Am I Evil?', 'Master of Puppets', 'Welcome Home (Sanitarium)', 'Damage, Inc.', 'Battery', 'Last Caress / Green Hell', 'The Wait', 'Harvester of Sorrow', 'Blackened', 'The Shortest Straw', 'Wherever I May Roam', 'Nothing Else Matters', 'The Unforgiven', 'Enter Sandman', 'So What', 'Sad but True', 'Creeping Death', 'Whiplash (live)', 'One', 'King Nothing', 'Ainâ€™t My Bitch', 'Until It Sleeps', 'Mama Said', 'The House Jack Built', 'Stone Dead Forever', 'The Unforgiven II', 'Devilâ€™s Dance', 'The Memory Remains', 'Whiskey in the Jar', 'Die, Die My Darling', 'Turn the Page', 'Astronomy', 'No Leaf Clover', 'I Disappear']","['109', '433', '415', '311', '285', '414', '470', '518', '387', '331', '209', '295', '345', '403', '395', '404', '388', '332', '188', '324', '481', '334', '578', '328', '304', '269', '319', '398', '292', '397', '318', '279', '149', '366', '341', '266']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15']"
mbrainz_27790,Sunrise,"Ford, Robben",1999-01-01,,3438,"['Oh Gee', 'Red Rooster', 'Eighty One', ""Ain't Nobody's Business"", 'Sunrise', 'Blue & Lonesome', 'Miss Miss', 'Everyday I Have the Blues']","['393', '266', '489', '231', '689', '505', '539', '326']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_27815,Bang Bang Bang,Bad Boys Blue,,,3330,"['Hold You in My Arms', 'Bang Bang Bang', 'Anywhere', 'Keep It in Your Soul', 'Fly Away', 'U and I', 'Hold Me Now', 'Little Girl', 'Anyway Forever', 'When I See You Smile', 'Hold You in My Arms (extended version)', 'Little Girl (extended version)', ""Don't Be So Shy"", 'Family Beat']","['235', '200', '216', '231', '239', '242', '224', '215', '203', '329', '314', '209', '234']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']"
mbrainz_27835,"Far Beyond, Before the Time",Kerovnian,1999-01-01,United Kingdom,2653,"['Those Beneath the Moaning Castle', 'Far Beyond, Before the Time', 'The Godless Keep', 'From the Lands Where the Winds Die', 'As They Dug Their Way Out Into Machinery of Death', 'Before the Obliveon']","['417', '489', '397', '327', '685', '338']","['1', '2', '3', '4', '5', '6']"
mbrainz_27878,Diversity,"Bear, Emily",2013-05-07,United States,2586,"['Northern Lights', 'Blue Note', 'Diversity', 'Hot Peppers', 'Alika', 'Peralada', ""Jessie's Song"", 'Jazz Angles', 'Italia', 'Salsa Americana', 'Tutti Cuore', 'Reflections', 'Q']","['161', '178', '145', '271', '325', '168', '174', '164', '245', '255']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_27891,Spirit of Darkness,Nekromanteion,2013-01-31,"Bolivia, Plurinational State of",848,"['Invocation (The Initiation)', 'Spirit of Darkness', 'Cult of Death', 'Templvm Nekromantorvm', 'The Oath...']","['78', '228', '235', '240', '67']","['1', '2', '3', '4', '5']"
mbrainz_27893,COCOON -Fallen-,Schwarz Stein,2014-07-02,Japan,1152,"['COCOON -Fallen-', 'Succubus -2014-', 'COCOON (Instrumental)', 'Succubus -2014- (Instrumental)']","['354', '223', '221']","['1', '2', '3', '4']"
mbrainz_27902,Sweet Oblivion,Absynthe Minded,2002-01-01,Belgium,954,"[""She's Jivin'"", 'Insight', ""I Don't Know Where to Shelter but With You"", 'Train From A to Z', ""(That's a) Lousy Story"", 'Sweet Oblivion', 'Without Your Love']","['101', '193', '160', '157', '142', '100']","['1', '2', '3', '4', '5', '6', '7']"
mbrainz_27949,Judgement Day: Music for the Rebels,Raging Fyah,2011-08-07,Jamaica,3067,"['Irie Vibe', ""Music Isn't Biased"", 'Far Away', 'Running Away', 'World Crisis', 'Karma', 'Behold', 'Judgement Day', 'I and I', 'Ganja', 'Cyan Cool (live)']","['303', '310', '284', '236', '197', '275', '308', '281', '274', '315']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_28001,Walk Outside the Lines,"Marshall Tucker Band, The",1993-01-01,United States,2123,"['Walk Outside the Lines', ""Daddy's Eyes"", ""If That Isn't Love"", 'Down We Go', ""She's Waiting"", 'Miss You', 'Daddy Never Told Me', ""I'll Be Alright Without You"", 'The First One to Say Goodbye', 'Lost in Time']","['150', '236', '225', '210', '229', '202', '197', '183', '266']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_28026,Dangerously Delicious (album),"Ansari, Aziz",2012-03-12,,3617,"['Intro', 'Talking to Girls at Bars', 'Crush on a Waitress', 'Texting With Girls', 'I Kinda Have a Boyfriend, Is That a Problem?', 'I Think Too Much', ""The Macaroni and Cheese Fuckin' Days Are Over"", 'Wasting Time on the Internet', 'The Donut Video', 'Sign Language for Jizz Everywhere', 'My Favorite Racial Slurs', 'Motley Crue Tour vs. Aziz Tour', 'Toronto Customs Lady', 'Lady With the Puppies', 'Driver That Had a Dick on His Shoulder', ""Harris's College Essay"", '50 Cent Grapefruit Story', 'Online Fight', ""Jay-Z New Year's Story"", 'R. Kelly Online Video Dictionary']","['146', '102', '134', '84', '85', '130', '135', '131', '261', '126', '424', '107', '77', '114', '149', '421', '209', '306', '234', '242']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']"
mbrainz_28045,California,Datarock,2011-03-21,,0,"['Life Is a Musical', 'Great Pets', 'California', 'Roller Coaster', 'Walk Away']",[],"['1', '2', '3', '4', '5']"
mbrainz_28051,In the Name of Love: A Chillout Experience,Lazy,2006-09-19,Argentina,2941,"['With or Without You', 'Sunday Bloody Sunday', 'Where the Streets Have No Name', ""I Still Haven't Found What I'm Looking For"", 'Stay (Faraway, So Close)', ""Sometimes You Can't Make It on Your Own"", 'Miss Sarajevo', 'Pride (In the Name of Love)', 'One', 'Beautiful Day', 'All I Want Is You', 'Elevation']","['242', '229', '257', '244', '309', '283', '222', '201', '255', '238', '206']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_28118,The Middle of Nowhere,"WarRock, Adam",2013-11-05,,3111,"['Nowhere (by James Urbaniak)', 'High School Reunion', 'B.S.F.X.', 'Shoulda Beens', 'That Kid, Icarus', 'How You Die (On the Internet)', 'J.A.R.V.I.S.', 'Internet Crush', 'Sinestrocore', 'Puzzle', 'Sticks & Stones', 'Mutant Massacre', 'Nuclear Family', 'Salieri']","['145', '262', '215', '179', '217', '311', '233', '227', '205', '221', '218', '246']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']"
mbrainz_28141,"Dreaming of Going Nowhere, Thinking of Doing Nothing",Coffee Rage,2008-01-01,New Zealand,0,"['Needles in Eyes', 'Coffee Rage', 'Get Your Dose of Fuck Off', 'A Nations Disgrace', 'Live Like Devil', 'Dig Up the Hatchet', 'Coffee Corpse Attack', ""Special Olympic's"", 'Another Song Not Sounding Like Discard', 'Total Fucking Dis-Slaughter', 'Repeat Till Death', 'Sharp as a Marble', 'Drug of Choice', 'Acid to the Dissected Lie', 'Knives Thrust in Deep', 'Coffee Corpse', 'Lies From the Chickpea Pot', 'Another Song Not Sounding Like Discharge']",[],"['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23']"
mbrainz_28153,Sunrise on the Radio,"Cyrus Clarke Band, The",1997-01-01,United States,2688,"['Sunrise on the Radio', 'Red Tail Hawk', 'Across the Borderline', ""The Shape I'm In"", 'Stand and Deliver', 'Honky Tonk Moon', 'Night Train to Paris', 'Little Girl Blue', 'Another Pretty Day', 'Love Is Sure']","['215', '280', '248', '220', '356', '249', '314', '230', '305', '271']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_28159,Spirit of the Rainforest,"Oldfield, Terry",1990-01-01,United Kingdom,3341,"['Between Two Worlds', 'The Listening Heaven']","['1686', '1655']","['1', '2']"
mbrainz_28187,Double Trouble,"Rush, Otis",,,2209,"['All Your Love (I Miss Loving)', 'Three Times a Fool', ""She's a Good' Un"", 'It Takes Time', 'Double Trouble', 'My Love Will Never Die', ""My Baby Is a Good' Un"", 'Checking on My Baby', 'Jump Sister Bessie', ""I Can't Quit You Baby"", 'Groaning the Blues', 'Love That Woman', 'Violent Love']","['158', '170', '168', '169', '163', '188', '160', '176', '155', '187', '184', '180', '151']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_28213,"Hank Williams as ""Luke the Drifter""",Luke the Drifter,1953-01-01,United States,1454,"['Pictures From Lifeâ€™s Other Side', 'Be Careful of Stones That You Throw', 'Men With Broken Hearts', 'I Dreamed About Mama Last Night', 'The Funeral', 'Help Me Understand', 'Too Many Parties and Too Many Pals', 'Beyond the Sunset']","['173', '180', '192', '182', '187', '178']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_28230,Broken Dolls,Broken Dolls,2007-07-23,United Kingdom,2943,"['Here We Go', 'Rock and Roll', 'Stronger', 'Crazy Scene', 'Coming Out', 'What the Hell', 'Peaches', 'Any Other Day', 'So Good for Me', 'Something to Say', 'Only Song', 'One of These Days', 'The Edge']","['197', '208', '250', '206', '232', '211', '255', '261', '191', '181', '223', '278']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_28232,Contragenesis,Ignivomous,2012-04-27,United States,2890,"['Damnatio memoriae', 'Heritage of the Jackal', 'Seventh Seal Gnosis', 'Monumental Cosmic Transgression', 'Contragenesis', 'Pyroclastic Downfall', 'A Rotting Faith Condemned', 'Hierophant', 'The Final Cadence to Bloodshed']","['78', '353', '349', '335', '306', '209', '368', '312', '580']","['1', '2', '3', '4', '5', '6', '7', '8', '9']"
mbrainz_28247,Monster,Paramore,2011-06-07,,200,['Monster'],['200'],['1']
mbrainz_28262,Indestructible,"Crespo, Elvis",2010-12-14,United States,2443,"['Introctible (intro)', 'RomÃ¡ntico', '15 inviernos', 'Dulce, salada', 'Tu paÃ±o', 'Hey dude!', 'Un dÃ\xada fuiste una flor', 'Solita', 'Algo heavy', 'La novia bella', 'Mi problema']","['66', '228', '263', '227', '213', '249', '257', '214', '222', '272', '232']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']"
mbrainz_28312,Once Around the Dance Floor,"Begley, Philomena",2007-01-01,United Kingdom,"['3285', '3189']","['The Song From Way Back Then', ""Honky Tonkin'"", 'Ease The Fever', 'Blanket On The Ground', 'Love Was Once Around The Dance Floor', 'JosÃ© Cuervo', ""I'm Gonna Be Your Woman Tonight"", 'False Eyelashes', 'Irish Eyes', 'Buck Dance', 'The Big Wheel Cannonball', 'Galway Bay', 'Little Grey Home In The West', 'Carolina Moon', 'Take Me Along', 'The Gambler', 'Memories Are Made Of This', 'I Just Wanna Be A Country Girl', ""Truck Drivin' Woman"", 'Flower Of Scotland', ""I Wonder Where I'll Find You At Tonight"", 'One Night Of Cheating', 'A Fool Like Me', 'Every Second', 'If I Had The Right', 'Dancing Your Memory Away', ""Jeannie's Afraid Of The Dark"", 'My Elusive Dreams', 'Sweet Baby Jane', 'Cherro Moana Marie', 'Wildwood Flower', ""What's Your Mama's Name"", 'Laugh With Me', 'Today, Tomorrow And Forever', 'Cinco De Mayo', ""Daddy Dumplin'"", 'A Walking Piece Of Heaven', 'There Goes My Heart Again', 'Hello Mary Lou', 'Truck Driving Sweetheart']","['177', '132', '143', '193', '171', '152', '201', '142', '169', '140', '149', '228', '173', '159', '185', '165', '130', '123', '188', '162', '150', '146', '136', '167', '212', '139', '204', '174', '131', '161', '147', '124']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20']"
mbrainz_28340,Happiness,"Ryan, Matthew",2003-10-06,United Kingdom,2681,"['Rain, Rain, Rain', ""Veteran's Day"", 'Something in the Night', 'Fd29yrblues', 'Cut Through', 'The Ballad of So and So', ""I'm an American"", ""I Can't Steal You"", 'After the Last Day of a Heat Wave', 'Emergency Room Machines Say Breathe', 'Song for Sons', 'Such a Sad Satellite']","['102', '206', '254', '152', '189', '242', '176', '200', '444', '196', '278']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_28342,Sweet Surrender,"Silvennoinen, Heikki",1999-01-01,Finland,3118,"['Magic Carpet Ride', 'Sweet Surrender', 'Born Under a Bad Sign', 'Way Too Long', 'Politician', 'Down Hearted Man', 'To Me', 'Gimme Something Else', 'The River', 'In No Time at All', 'All Dressed Up', 'Flesh and Bone']","['243', '329', '213', '352', '190', '290', '272', '247', '267', '268', '150', '297']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_28364,Contradiction,Schammasch,2014-04-28,United States,"['2277', '2779']","['Contradiction', 'Split My Tongue', 'Provoking Spiritual Collapse', 'Until Our Poison Devours Us', 'Crown', 'The Inner Word', 'Serpent Silence', 'Golden Light', 'Jhwh']","['631', '500', '418', '582', '146', '820', '520', '408', '1031']","['1', '2', '3', '4', '5']"
mbrainz_28368,Electronic Dream 2,AraabMuzik,2012-09-04,,2166,"[""Feelin' It"", 'Enlightment', 'Turn It Up', 'Miami Vice', 'Outer Limits', 'Tra2', 'Lalalala', 'Bass', 'After Hours', 'We Just Deeper']","['210', '291', '156', '139', '259', '214', '224', '177', '225', '271']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
mbrainz_28371,Al Capone / One Step Beyond (album),Prince Buster's All Stars,1965-01-01,United Kingdom,0,"['Al Capone', 'One Step Beyond']",[],"['1', '2']"
mbrainz_28372,Stop The Music,"Forrester, Joel",,,3804,"['Stop The Music', 'Summertime In St. Louis Blues', 'Imaginary Paris', 'Fresh Air', 'The Day That You Forgive Me', 'Backtalk', 'Blues In The Morning', 'In The Ring', '1000 Pardons', 'Snugglebunnies', 'Evil Dream', 'Lunacy', 'Fate']","['173', '382', '213', '62', '249', '303', '547', '288', '501', '332', '103', '374', '277']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_28403,Noisense: A Voodoo Beach Party Celebrating the Unholy,Fullmoon Bongzai,2008-01-01,,2954,"['One Arm, One Leg', 'The Cousin of Antichrist', 'Kokaina Extravaganza', 'Brot Kunst Libertad', 'Only Deth Can', 'Hitchiking in Golgotha', 'Blacketon', 'Voodoo Bitch Party', 'Shitting at the End of the Rainbow', ""Beneath a Summer's Holocaust"", ""The Torturer's Blues"", 'Esrever']","['428', '301', '215', '74', '344', '244', '255', '446', '212', '126', '209', '100']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']"
mbrainz_28407,Classics,"Martyn, John",2000-03-27,United Kingdom,"['4429', '4232']","['Lonely Love', ""Couldn't Love You More"", 'Sweet Little Mystery', 'Head and Heart', ""Could've Been Me"", 'Over the Hill', 'Fine Lines', 'May You Never', 'One World', 'Ways to Cry', 'Angeline', 'Man in the Station', 'Solid Air', 'Never Let Me Go', ""Don't Want to Know"", 'Bless the Weather', 'Pascanel', 'Rock, Salt & Nails', ""Sunday's Child"", 'Just Now', 'Johnny Too Bad', 'Sapphire', ""Fisherman's Dream"", 'Big Muff', 'Easy Blues', 'Dealer', 'John Wayne']","['240', '230', '253', '244', '261', '186', '260', '216', '513', '305', '318', '247', '402', '204', '269', '281', '268', '301', '372', '801', '325', '491', '190', '381', '588']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16']"
mbrainz_28437,Beyond Jipangu,Opolopo,2009-08-28,,4466,"['Street Lights (Laser Beam mix - album edit)', 'Close to Paradise (Opolopo remix)', ""Life's a Dance (After Hours Glide mix - album edit)"", 'Keep Walking (Opolopo remix)', 'All Systems Down', 'Deeper Love (album edit)', 'I Do', 'Too Small (Skint mix)', ""Sweatin' Bullets (album edit)"", 'Madness (Reach for the Stars mix - album edit)', 'Tickled Zinc (Opolopo remix)', 'Under the Radar', 'Trips to the Moon']","['355', '367', '339', '320', '387', '300', '336', '497', '346', '316', '252', '331']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13']"
mbrainz_28440,The Eternally Unforgiven Project,X-Raided,2009-01-01,,1877,"['The Patriot Act', 'Eternally Unforgiven', 'Assisted Suicide', 'Acid Rain', 'High Notoriety', ""Still Can't C Me"", 'Focused', 'The Legend of Ice Cold']","['32', '383', '226', '274', '96', '216', '259', '391']","['1', '2', '3', '4', '5', '6', '7', '8']"
mbrainz_28449,The Eternal Return,"Shear, Jules",1985-01-01,United States,2357,"['If She Knew What She Wants', 'Stand Tall', 'Steady', 'Change (Change)', ""The Fever's On"", 'Here She Comes', 'Memories Burn Hard', ""You're Not Around"", 'Empty Out the House (Throw It All Away)', 'Every Time I Get the Feeling']","['222', '180', '210', '272', '196', '206', '315', '232', '252']","['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']"
