label,pair,score,bucket,rule,geo_m,sim_name,sim_cat,id_a,id_b,kaggle380k_id_a,yelp_id_b,source_a,source_b,name_a,name_b,name_norm_a,name_norm_b,address_line1_a,address_line1_b,street_a,street_b,house_number_a,house_number_b,city_a,city_b,state_a,state_b,postal_code_a,postal_code_b,latitude_a,latitude_b,longitude_a,longitude_b,categories_a,categories_b,phone_e164_a,phone_e164_b,phone_raw_a,phone_raw_b
,df1_vs_df3,0.10566037735849057,low,phone,2099933.7,0.2641509433962264,0.0,kaggle380k-251310,yelp-78945,,,kaggle_380k,yelp,Dunmireâ€šÃ„Ã´s on the Lakes,El Rey Mexican Restaurant,dunmireâ šã ã s on the lakes,el rey mexican restaurant,,,MN-371,116th St NE,19090,3943,Brainerd,Marysville,MN,WA,56401,98271,46.4291369,48.10041,-94.3032673,-122.17731,['Restaurant'],['mexican' 'seafood'],+12184540690,+13604540690,,
,df1_vs_df3,0.47659575709467084,low,geo,63.1,0.2545454545454545,0.0,kaggle380k-043535,yelp-43604,,,kaggle_380k,yelp,Bert's Chuck Wagon,friday's South Bar & Grill - Collinsville,bert s chuck wagon,friday s south bar grill collinsville,,,E Main St,E Main St,101,106,Collinsville,Collinsville,IL,IL,62234,62234,38.6702778,38.66986,-89.9861111,-89.98562,"['Tex-Mex restaurant' 'American restaurant' 'Barbecue restaurant'
 'Fast food restaurant' 'Latin American restaurant']",['nan'],,,,
,df1_vs_df3,0.4449067478988644,low,geo,69.6,0.18181818181818182,0.0,kaggle380k-062122,yelp-47710,,,kaggle_380k,yelp,La Petite Grocery,Shaya,la petite grocery,shaya,,,Magazine St,Magazine St,4238,4213,New Orleans,New Orleans,LA,LA,70115,70115,29.9207891,29.92123,-90.1001219,-90.09961,['Bistro' 'New American restaurant'],['mediterranean'],,,,
,df1_vs_df3,0.15000000000000002,low,phone,64338.8,0.375,0.0,kaggle380k-278956,yelp-86116,,,kaggle_380k,yelp,Sagos on the river,Manny's Burger,sagos on the river,manny s burger,,,S Water St,Lafayette Blvd,400,2912,Elizabeth City,Norfolk,NC,VA,27909,23509,36.2977085,36.87562,-76.2188063,-76.25425,['Restaurant'],['burgers'],+12528557246,+17578557246,,
,df1_vs_df3,0.3682539682539683,low,phone,30974.0,0.9206349206349206,0.0,kaggle380k-093925,yelp-24087,,,kaggle_380k,yelp,Chop Shop Casual Urban Eatery SoBo,Chop Shop Casual Urban Eatery,chop shop casual urban eatery sobo,chop shop casual urban eatery,,,S Broadway,US-287,3150,799,Englewood,Broomfield,CO,CO,80113,80020,39.6597778,39.926582,-104.9870958,-105.091285,['Restaurant'],['burgers'],+17205507665,+17205507665,,
,df1_vs_df3,0.4987489492199794,low,geo,65.6,0.3125,0.0,kaggle380k-255497,yelp-32397,,,kaggle_380k,yelp,Chinatown Express,Noods Ramen Bar,chinatown express,noods ramen bar,,,Kamehameha Hwy,Kamehameha Hwy,46-056,46-056,Kaneohe,Kaneohe,HI,HI,96744,96744,21.4203287,21.4197703384265,-157.8053874,-157.8051819741335,['Chinese restaurant'],['nan'],,,,
,df1_vs_df3,0.407751164069871,low,geo,91.7,0.1111111111111111,0.0,kaggle380k-283722,yelp-82805,,,kaggle_380k,yelp,Teriyaki Grill,IHOP,teriyaki grill,ihop,,,W Red Cliffs Dr,S Green Springs Dr,875,275,Washington,Washington,,UT,,84780,37.1257488,37.12642,-113.5233316,-113.52273,['nan'],['breakfast' 'burgers'],,,,
,df1_vs_df3,0.3806077206107048,low,addr_zip_or_citystate,202.3,0.15384615384615385,0.0,kaggle380k-148465,yelp-93259,,,kaggle_380k,yelp,Bricktown Tap House & Kitchen,Man Vs Fries,bricktown tap house kitchen,man vs fries,,,,,,,Wichita Falls,Wichita Falls,TX,TX,76308,76308,33.8696721,33.869031,-98.5351349,-98.533084,"['Gastropub' 'Brewery' 'Hamburger restaurant' 'Pizza restaurant'
 'Restaurant']",['mexican'],,,,
,df1_vs_df3,0.039024390243902446,low,phone,987467.5,0.0975609756097561,0.0,kaggle380k-183236,yelp-79176,,,kaggle_380k,yelp,Ba-Dar Chinese Restaurant,Z Brothers Pizza,ba dar chinese restaurant,z brothers pizza,,,E Broadway Blvd,S Fort Ln,7321,260,Tucson,Layton,AZ,UT,85710,84041,32.2214453,41.0564434,-110.836002,-111.9578349,['Chinese restaurant' 'Restaurant'],['italian' 'pizza'],+15202968888,+18012968888,,
,df1_vs_df3,0.041025641025641026,low,phone,523752.2,0.10256410256410256,0.0,kaggle380k-285752,yelp-80021,,,kaggle_380k,yelp,Captain Jake's Restaurant,Bangkok Garden,captain jake s restaurant,bangkok garden,,,Front St,Richmond Rd,40,1346,Newburgh,Williamsburg,NY,VA,12550,23185,41.5028634,37.2851,-74.0054089,-76.72061,['Seafood restaurant'],['seafood' 'thai'],+18455653939,+17575653939,,
,df1_vs_df3,0.42672252702663616,low,addr_zip_or_citystate,189.6,0.2564102564102564,0.0,kaggle380k-130768,yelp-91586,,,kaggle_380k,yelp,The Melting Pot,Ruth's Chris Steak House,the melting pot,ruth s chris steak house,,,,,,,El Paso,El Paso,TX,TX,79925,79925,31.7704739,31.770228,-106.3735607,-106.371576,['Fondue restaurant'],['seafood'],,,,
,df1_vs_df3,0.5186640439358552,low,geo,53.3,0.35,0.0,kaggle380k-373722,yelp-14361,,,kaggle_380k,yelp,El Pollo Grill - Bonita,Taqueria Revolucion,el pollo grill bonita,taqueria revolucion,,,Bonita Rd,Bonita Rd,3041,3001,Chula Vista,Chula Vista,CA,CA,91910,91910,32.6484294,32.6483349719751,-117.0587441,-117.05930266557093,"['Mexican restaurant' 'Breakfast restaurant' 'Caterer'
 'Fast food restaurant' 'Restaurant' 'Taco restaurant']",['nan'],,,,
,df1_vs_df3,0.525748359342661,low,addr_zip_or_citystate,60.6,0.375,0.0,kaggle380k-197200,yelp-32408,,,kaggle_380k,yelp,Willow Tree,L&L Hawaiian Barbecue,willow tree,l l hawaiian barbecue,,,,,,,Kailua,Kailua,HI,HI,96734,96734,21.423482,21.42374,-157.748654,-157.74917,['Korean restaurant' 'Korean barbecue restaurant' 'Restaurant'],['bbq'],,,,
,df1_vs_df3,0.4247244905444976,low,geo,71.5,0.13333333333333333,0.0,kaggle380k-219089,yelp-15923,,,kaggle_380k,yelp,Sea Empress Seafood Restaurant,Bowl Thai Grill,sea empress seafood restaurant,bowl thai grill,,,W Redondo Beach Blvd,W Redondo Beach Blvd,1636,1630,Gardena,Gardena,CA,CA,90247,90247,33.8891432,33.88850553929676,-118.3052163,-118.3053178881504,"['Chinese restaurant' 'Dim sum restaurant' 'Restaurant'
 'Seafood restaurant']",['bbq' 'thai'],,,,
,df1_vs_df3,0.044444444444444446,low,phone,1853381.3,0.1111111111111111,0.0,kaggle380k-155064,yelp-02608,,,kaggle_380k,yelp,Subway,Green Garden,subway,green garden,,,N Federal Blvd,N Eldridge Pkwy,1733,6340,Riverton,Houston,WY,TX,82501,77041,43.0429248,29.864478,-108.3781733,-95.606375,"['Sandwich shop' 'Caterer' 'Fast food restaurant' 'Takeout restaurant'
 'Restaurant']",['chinese'],+13078567272,+17138567272,,
,df1_vs_df3,0.5134486499661025,low,geo,64.2,0.34782608695652173,0.0,kaggle380k-321960,yelp-94548,,,kaggle_380k,yelp,The Tipsy Oak,Cane Rosso,the tipsy oak,cane rosso,,,E Front St,N East St,301,200,Arlington,Arlington,TX,TX,76011,76011,32.7378847,32.73812813177099,-97.1042887,-97.1036662441832,['Restaurant' 'Bar'],['pizza'],,,,
,df1_vs_df3,0.455942383899112,low,addr_zip_or_citystate,110.1,0.25,0.0,kaggle380k-378260,yelp-35578,,,kaggle_380k,yelp,Subway,Kozo Sushi,subway,kozo sushi,,,,,,,Kaneohe,Kaneohe,HI,HI,96744,96744,21.4021686,21.4015408448516,-157.7977731,-157.798596079342,"['Sandwich shop' 'Caterer' 'Fast food restaurant' 'Takeout restaurant'
 'Restaurant']",['japanese'],,,,
,df1_vs_df3,0.17777777777777778,low,phone,1592023.9,0.4444444444444444,0.0,kaggle380k-213330,yelp-89777,,,kaggle_380k,yelp,NASCAR Wings,NASCAR Refuel Tenders and Burgers,nascar wings,nascar refuel tenders and burgers,,,N Moorland Rd,University Ave,95,1627,Brookfield,LUBBOCK,WI,TX,53005,79401,43.0309275,33.578543,-88.1088147,-101.870253,['Chicken wings restaurant' 'Meal delivery'],['burgers' 'sandwiches'],+18884956104,+18884956104,,
,df1_vs_df3,0.4997969439377569,low,addr_zip_or_citystate,96.7,0.34615384615384615,0.0,kaggle380k-023621,yelp-90982,,,kaggle_380k,yelp,Hard Count Kitchen & Cocktails,Rivery Coffee and Bagels,hard count kitchen cocktails,rivery coffee and bagels,,,,,,,Georgetown,Georgetown,TX,TX,78628,78628,30.64942,30.649947,-97.6869214,-97.687725,"['Restaurant' 'Bar & grill' 'Brunch restaurant' 'Caterer' 'Cocktail bar'
 'Event venue']",['cafe'],,,,
,df1_vs_df3,0.3058823529411765,low,phone,1532660.7,0.7647058823529411,0.0,kaggle380k-261433,yelp-61971,,,kaggle_380k,yelp,Pollo Campero Trenton,Pollo Campero,pollo campero trenton,pollo campero,,,Hamilton Ave,W Waters Ave,508,6331,Trenton,Tampa,NJ,FL,08609,33634,40.2169908,28.02602,-74.7442738,-82.55044939999999,['Chicken restaurant' 'Fried chicken takeaway' 'Restaurant'],['latin'],+18332267376,+18332267376,,
,df1_vs_df3,0.06666666666666667,low,phone,588494.6,0.16666666666666666,0.0,kaggle380k-136061,yelp-03816,,,kaggle_380k,yelp,Subway,Bacon Social House,subway,bacon social house,,,N Hobart St,W 44th Ave,2141,2434,Pampa,Denver,TX,CO,79065,80211,35.5602094,39.77628,-100.9724308,-105.0169,"['Sandwich shop' 'Caterer' 'Fast food restaurant' 'Takeout restaurant'
 'Restaurant']",['breakfast'],+18066697702,+17206697702,,
,df1_vs_df3,0.41113276257662135,low,addr_zip_or_citystate,108.5,0.13636363636363635,0.0,kaggle380k-335727,yelp-45222,,,kaggle_380k,yelp,TGI Fridays,Fogo de Chão Brazilian Steakhouse,tgi fridays,fogo de chão brazilian steakhouse,,,,,,,Towson,Towson,MD,MD,21204,21204,39.4052622,39.40564466303181,-76.5996557,-76.60081789012331,['Restaurant' 'American restaurant' 'Bar & grill' 'Sports bar'],['nan'],,,,
,df1_vs_df3,0.4860762755966551,low,geo,77.5,0.2926829268292683,0.0,kaggle380k-311697,yelp-73740,,,kaggle_380k,yelp,BurgerFi,Not Your Average Joe's - Woodbridge,burgerfi,not your average joe s woodbridge,,,Potomac Town Pl,Potomac Town Pl,15201,15101,Woodbridge,Woodbridge,VA,VA,22191,22191,38.6275858,38.62828,-77.2871415,-77.28722,"['Hamburger restaurant' 'American restaurant' 'Fast food restaurant'
 'Hot dog restaurant' 'Lunch restaurant' 'Takeout restaurant' 'Restaurant']",['seafood'],,,,
,df1_vs_df3,0.4551213157063734,low,geo,76.5,0.21428571428571427,0.0,kaggle380k-079773,yelp-16409,,,kaggle_380k,yelp,Roaring Fork,The Driskill Bar,roaring fork,the driskill bar,,,Congress Ave.,Brazos St,701,604,Austin,Austin,TX,TX,78701,78701,30.2691083,30.26855810829781,-97.7421111,-97.74163316149262,['American restaurant' 'Restaurant'],['nan'],,,,
,df1_vs_df3,0.08888888888888889,low,phone,1456248.5,0.2222222222222222,0.0,kaggle380k-133544,yelp-99422,,,kaggle_380k,yelp,Chopsticks,Rice Box,chopsticks,rice box,,,W Village Blvd,Waddell Dr,313,1420,Laredo,Huntsville,TX,AL,78041,35806,27.5634464,34.746823,-99.5021161,-86.681207,['Japanese restaurant' 'Meal delivery' 'Restaurant'],['chinese' 'japanese'],+19567223888,+12567223888,,
,df1_vs_df3,0.4153856573209773,low,addr_zip_or_citystate,149.0,0.1875,0.0,kaggle380k-093221,yelp-66805,,,kaggle_380k,yelp,El Chapin Guatemalan Grill & Catering,Red Crab Juicy Seafood - Durham,el chapin guatemalan grill catering,red crab juicy seafood durham,,,,,,,Durham,Durham,NC,NC,27707,27707,35.9630101,35.96215,-78.97749,-78.97876,['Guatemalan restaurant' 'Grocery store' 'Restaurant'],['seafood'],,,,
,df1_vs_df3,0.44533042357806313,low,geo,68.5,0.18181818181818182,0.0,kaggle380k-088160,yelp-73437,,,kaggle_380k,yelp,A W Shucks Raw Bar & Grill,350 Grace,a w shucks raw bar grill,350 grace,,,Colonial Ave,W 22nd St,2200,350,Norfolk,Norfolk,VA,VA,23517,23517,36.869746,36.87006,-76.290479,-76.2898166,['Seafood restaurant' 'Bar & grill' 'Oyster bar restaurant'],['seafood'],,,,
,df1_vs_df3,0.2807606400817187,low,addr_zip_or_citystate,403.4,0.10526315789473684,0.0,kaggle380k-270897,yelp-02031,,,kaggle_380k,yelp,Dave & Buster's Arcadia - Santa Anita,XiBei,dave buster s arcadia santa anita,xibei,,,,,,,Arcadia,Arcadia,CA,CA,91007,91007,34.135854,34.13322416004426,-118.049445,-118.0524635942339,"['Restaurant' 'Amusement center' 'Bar & grill' 'Family restaurant'
 'Video arcade']",['chinese'],,,,
,df1_vs_df3,0.4251328481787487,low,addr_zip_or_citystate,113.6,0.17647058823529413,0.0,kaggle380k-017123,yelp-65689,,,kaggle_380k,yelp,La Huaca,Bruchi's CheeseSteaks & Subs,la huaca,bruchi s cheesesteaks subs,,,,,,,Roseville,Roseville,CA,CA,95661,95661,38.7438707,38.7436,-121.2567025,-121.255439,"['Peruvian restaurant' 'Nuevo Latino restaurant' 'Restaurant'
 'Seafood restaurant']",['burgers' 'sandwiches'],,,,
,df1_vs_df3,0.4002066706264058,low,addr_zip_or_citystate,110.6,0.1111111111111111,0.0,kaggle380k-372170,yelp-90931,,,kaggle_380k,yelp,Subway,Happy Chicks,subway,happy chicks,,,,,,,Georgetown,Georgetown,TX,TX,78626,78626,30.6501816,30.650077,-97.6763673,-97.677517,"['Sandwich shop' 'Caterer' 'Fast food restaurant' 'Takeout restaurant'
 'Restaurant']",['nan'],,,,
,df1_vs_df3,0.4726934103549112,low,geo,62.7,0.24444444444444444,0.0,kaggle380k-322999,yelp-13003,,,kaggle_380k,yelp,"Aged Steakhouse & Best Bar Forest Hills, Pasta Restaurant Queens, Brunch Queens",Stellar Pokhara,aged steakhouse best bar forest hills pasta restaurant queens brunch queens,stellar pokhara,,,70th Rd,Austin St,10702,70-17,Queens,New York,NY,NY,11375,11375,40.7207118,40.72083,-73.8455924,-73.84632,"['Steak house' 'American restaurant' 'Bar' 'Brunch restaurant'
 'Cocktail bar' 'Italian restaurant' 'Seafood restaurant' 'Wine bar']",['nan'],,,,
,df1_vs_df3,0.6919362711012178,low,geo,50.2,0.28,1.0,kaggle380k-361016,yelp-64564,,,kaggle_380k,yelp,Chinese Combo Thai Cuisine,Nan Tian BBQ Lucky Ducky,chinese combo thai cuisine,nan tian bbq lucky ducky,,,W Orange Grove Rd,W Orange Grove Rd,1980,1990,Tucson,Tucson,,AZ,,85704,32.3236713,32.3241,-111.0099839,-111.01015,['nan'],['nan'],,,,
,df1_vs_df3,0.0975609756097561,low,phone,1953487.2,0.24390243902439024,0.0,kaggle380k-013203,yelp-76849,,,kaggle_380k,yelp,SUGARFISH by sushi nozawa,Delicious Garden,sugarfish by sushi nozawa,delicious garden,,,W 7th St,TX-46 W,600,1847,Los Angeles,New Braunfels,CA,TX,90017,78132,34.0473777,29.71933,-118.2570203,-98.16572,"['Sushi restaurant' 'Asian restaurant' 'Japanese restaurant' 'Restaurant'
 'Seafood restaurant']",['chinese'],+12136273000,+18306273000,,
,df1_vs_df3,0.12972972972972974,low,phone,2887523.7,0.32432432432432434,0.0,kaggle380k-110344,yelp-26998,,,kaggle_380k,yelp,In-N-Out Burger,Lou Malnati's Pizzeria,in n out burger,lou malnati s pizzeria,,,Crater Lake Hwy,S State St,1970,805,Medford,Chicago,OR,IL,97504,60605,42.3464637,41.871566,-122.8800631,-87.627275,"['Hamburger restaurant' 'American restaurant' 'Diner'
 'Fast food restaurant' 'Lunch restaurant' 'Restaurant']",['italian' 'pizza'],+18007861000,+13127861000,,
,df1_vs_df3,0.064,low,phone,816388.5,0.16,0.0,kaggle380k-156192,yelp-33813,,,kaggle_380k,yelp,King's Wok,Al Baraka Grill,king s wok,al baraka grill,,,W 38th St,Central Ave NE,4915,4110,Indianapolis,Columbia Heights,IN,MN,46254,55421,39.8230056,45.043607,-86.2429389,-93.247848,['Chinese restaurant'],['burgers' 'sandwiches'],+13173289337,+16123289337,,
,df1_vs_df3,0.096,low,phone,2111801.9,0.24,0.0,kaggle380k-317104,yelp-92568,,,kaggle_380k,yelp,Acre 41,Four Sisters Grill,acre 41,four sisters grill,,,San Antonio St,Clarendon Blvd,1901,3035,Austin,Arlington,TX,VA,78705,22201,30.2824093,38.88734,-97.742873,-77.09454,['Restaurant' 'Bar'],['nan'],+17372439020,+17032439020,,
,df1_vs_df3,0.4291580019221808,low,geo,81.0,0.15384615384615385,0.0,kaggle380k-146965,yelp-77802,,,kaggle_380k,yelp,O'Briens Irish Pub,17 South,o briens irish pub,17 south,,,E Central Ave,S Main St,11,17,Temple,Temple,TX,TX,76501,76501,31.0963851,31.09582,-97.340689,-97.341225,"['Irish pub' 'Bar' 'Catering food and drink supplier' 'Live music venue'
 'Restaurant']",['italian'],,,,
,df1_vs_df3,0.06666666666666667,low,phone,2706863.2,0.16666666666666666,0.0,kaggle380k-202104,yelp-86891,,,kaggle_380k,yelp,Buckley's Restaurant & Bar,Berliner Pub,buckley s restaurant bar,berliner pub,,,N Cass St,Main Ave S,801,221,Milwaukee,Renton,WI,WA,53202,98057,43.0416411,47.4804,-87.9020259,-122.20435036562822,['Restaurant' 'Bar' 'Fine dining restaurant'],['nan'],+14142771111,+14252771111,,
,df1_vs_df3,0.429510504659869,low,addr_zip_or_citystate,187.1,0.2608695652173913,0.0,kaggle380k-341838,yelp-07720,,,kaggle_380k,yelp,The Hampton Social - Skokie,Bar Siena North Shore,the hampton social skokie,bar siena north shore,,,,,,,Skokie,Skokie,IL,IL,60077,60077,42.058377,42.056849552069856,-87.7483802,-87.74933060343699,['American restaurant'],['italian' 'pizza'],,,,
,df1_vs_df3,0.5146527803138999,low,geo,68.9,0.35555555555555557,0.0,kaggle380k-276332,yelp-68548,,,kaggle_380k,yelp,Paul Wong's Chinese & Sushi,A Hint of Lime Tacos,paul wong s chinese sushi,a hint of lime tacos,,,Main St,North St,501,460,Baton Rouge,Baton Rouge,,LA,,70801,30.4519195,30.4524735,-91.1858431,-91.1861656,['nan'],['mexican'],,,,
,df1_vs_df3,0.5175992536366419,low,geo,53.8,0.34782608695652173,0.0,kaggle380k-022430,yelp-64906,,,kaggle_380k,yelp,Rosetta Hall,Pasta Press,rosetta hall,pasta press,,,Walnut St,11th St,1109,1911,Boulder,Boulder,CO,CO,80302,80302,40.017082,40.01686,-105.2806783,-105.28124,['Restaurant' 'Cocktail bar' 'Coffee shop'],['italian'],,,,
,df1_vs_df3,0.14285714285714288,low,phone,3708910.2,0.35714285714285715,0.0,kaggle380k-108978,yelp-38937,,,kaggle_380k,yelp,The Loft of Bend,Flour & Barrel,the loft of bend,flour barrel,,,NW Bond St,W North St,919,400,Bend,Raleigh,OR,NC,97701,27603,44.0584987,35.785219,-121.3130291,-78.645238,['Restaurant'],['italian'],+15413225638,+19193225638,,
,df1_vs_df3,0.12444444444444445,low,phone,327405.1,0.3111111111111111,0.0,kaggle380k-240167,yelp-07587,,,kaggle_380k,yelp,Waydowntown Restaurant,Peter Luger Steak House,waydowntown restaurant,peter luger steak house,,,Commercial St,Northern Blvd,265,255,Provincetown,Great Neck,MA,NY,02657,11021,42.050863,40.777507,-70.187196,-73.727721,['American restaurant' 'Bar' 'Event venue' 'Live music venue'],['nan'],+15084878800,+15164878800,,
,df1_vs_df3,0.08421052631578947,low,phone,372393.6,0.21052631578947367,0.0,kaggle380k-329234,yelp-08730,,,kaggle_380k,yelp,On The Border Mexican Grill & Cantina - Arlington,The Pit Room,on the border mexican grill cantina arlington,the pit room,,,E Copeland Rd,Richmond Ave,2011,1201,Arlington,Houston,TX,TX,76011,77006,32.7587253,29.7342352703345,-97.0765778,-95.3939679771603,"['Mexican restaurant' 'Burrito restaurant' 'Caterer' 'Takeout restaurant'
 'Restaurant' 'Taco restaurant' 'Tex-Mex restaurant']",['bbq'],+16828881929,+12818881929,,
,df1_vs_df3,0.48648272457003494,low,geo,50.5,0.26666666666666666,0.0,kaggle380k-362820,yelp-83223,,,kaggle_380k,yelp,Banh Mi So 1,FIREPAN Korean BBQ,banh mi so 1,firepan korean bbq,,,Wilson Blvd,Wilson Blvd,6799,6793,Falls Church,Falls Church,VA,VA,22044,22044,38.8731126,38.8727079,-77.153968,-77.1542317,['Vietnamese restaurant' 'Takeout restaurant'],['bbq'],,,,
,df1_vs_df3,0.4698919965085838,low,geo,56.0,0.23076923076923078,0.0,kaggle380k-274678,yelp-27210,,,kaggle_380k,yelp,Tanoreen,Bay Ridge Fish Bar,tanoreen,bay ridge fish bar,,,3rd Ave,3rd Ave,7523,7608,Brooklyn,Brooklyn,NY,NY,11209,11209,40.6307916,40.630551,-74.0277865,-74.02837,['Middle Eastern restaurant' 'Bar' 'Caterer' 'Mediterranean restaurant'],['burgers' 'seafood'],,,,
,df1_vs_df3,0.41816125644798163,low,addr_zip_or_citystate,176.8,0.2222222222222222,0.0,kaggle380k-160351,yelp-35571,,,kaggle_380k,yelp,Panda Express,Bull Kogi Korean Fusion,panda express,bull kogi korean fusion,,,,,,,Kaneohe,Kaneohe,HI,HI,96744,96744,21.4191942,21.4205431211793,-157.8049538,-157.805858328938,"['Chinese restaurant' 'Asian restaurant' 'Fast food restaurant'
 'Restaurant']",['nan'],,,,
,df1_vs_df3,0.12121212121212122,low,phone,3791829.6,0.30303030303030304,0.0,kaggle380k-281305,yelp-73367,,,kaggle_380k,yelp,Maria's Old Town 21,Domino's Pizza,maria s old town 21,domino s pizza,,,W Old St,State Route 410 E,21,19679,Petersburg,Bonney Lake,VA,WA,23803,98391,37.2334363,47.169162,-77.4058504,-122.167951,['Italian restaurant' 'Cafe' 'Pizza restaurant' 'Seafood restaurant'],['pizza' 'sandwiches'],+18048623100,+12538623100,,
,df1_vs_df3,0.0761904761904762,low,phone,750682.2,0.19047619047619047,0.0,kaggle380k-291365,yelp-73415,,,kaggle_380k,yelp,Domino's Pizza,Still Worldly Eclectic Tapas,domino s pizza,still worldly eclectic tapas,,,Walnut St,Court St,878,450,Newton,Portsmouth,MA,VA,02459,23704,42.3315379,36.83601,-71.2068195,-76.3013299,"['Pizza delivery' 'Chicken wings restaurant' 'Pizza restaurant'
 'Pizza takeaway']",['spanish'],+16173327222,+17573327222,,
,df1_vs_df3,0.08648648648648649,low,phone,2090109.3,0.21621621621621623,0.0,kaggle380k-345702,yelp-94935,,,kaggle_380k,yelp,Magnolia Grill,Jim's Family Restaurant,magnolia grill,jim s family restaurant,,,Silver St,W Park Ave,49,1728,Natchez,Riverton,MS,UT,39120,84065,31.559322,40.5191994,-91.411682,-111.9392776,['Seafood restaurant' 'Cajun restaurant' 'Restaurant'],['breakfast'],+16014467670,+18014467670,,
,df1_vs_df3,0.096,low,phone,1421055.9,0.24,0.0,kaggle380k-157764,yelp-48589,,,kaggle_380k,yelp,P.F. Chang's,Sonic Drive-In,p f chang s,sonic drive in,,,Wrightsboro Rd,S Air Depot,3450,217,Augusta,Midwest City,GA,OK,30909,73110,33.4655131,35.4621329,-82.0800856,-97.40674493435858,"['Chinese restaurant' 'Asian restaurant' 'Delivery Chinese restaurant'
 'Dim sum restaurant' 'Takeout restaurant' 'Sushi restaurant']",['burgers'],+17067330161,+14057330161,,
,df1_vs_df3,0.14285714285714288,low,phone,1429184.3,0.35714285714285715,0.0,kaggle380k-210989,yelp-80611,,,kaggle_380k,yelp,City CafâˆšÂ©,District Falafel,city cafâˆšâ,district falafel,,,W Republic Rd,Westlake Dr,2129,10315,Springfield,Bethesda,MO,MD,65807,20817,37.1397435,39.02566039811008,-93.3223676,-77.14744484937063,['Cafe' 'Breakfast restaurant'],['nan'],+14177201628,+13017201628,,
,df1_vs_df3,0.48925905533269326,low,addr_zip_or_citystate,76.9,0.3,0.0,kaggle380k-262850,yelp-36992,,,kaggle_380k,yelp,Jimmy Chen's Asian Cuisine & Cocktail Bar,Pardon My Cheesesteak,jimmy chen s asian cuisine cocktail bar,pardon my cheesesteak,,,,,,,East Windsor,East Windsor,CT,CT,06088,06088,41.9298751,41.92947,-72.6045073,-72.60526,"['Asian restaurant' 'Bar' 'Chinese restaurant' 'Cocktail bar'
 'Japanese restaurant' 'Restaurant' 'Thai restaurant']",['nan'],,,,
,df1_vs_df3,0.4991844841472939,low,geo,94.9,0.34285714285714286,0.0,kaggle380k-278082,yelp-90914,,,kaggle_380k,yelp,Louisiana Crab Shack,San Pedro Limon,louisiana crab shack,san pedro limon,,,N Austin Ave,N Austin Ave,900,905,Georgetown,Georgetown,TX,TX,78626,78626,30.6494121,30.6486984845707,-97.6774381,-97.6768940427899,['Seafood restaurant'],['mexican'],,,,
,df1_vs_df3,0.4778230900096374,low,geo,72.1,0.26666666666666666,0.0,kaggle380k-192851,yelp-07608,,,kaggle_380k,yelp,Elite Pizza,Rothchild's Kitchen,elite pizza,rothchild s kitchen,,,Middle Neck Rd,Middle Neck Rd,94,76,Great Neck,Great Neck,NY,NY,11021,11021,40.7891046,40.7885389809394,-73.7300144,-73.7295954473659,['Kosher restaurant' 'Pizza restaurant' 'Sushi restaurant'],['mediterranean'],,,,
,df1_vs_df3,0.4597633385193466,low,geo,50.6,0.2,0.0,kaggle380k-130423,yelp-75908,,,kaggle_380k,yelp,Mellow Mushroom Denton,Gyro 360,mellow mushroom denton,gyro 360,,,E Hickory St,E Hickory St,217,311,Denton,Denton,TX,TX,76201,76201,33.2147552,33.21476,-97.1301838,-97.12964,"['Pizza restaurant' 'Caterer' 'Gluten-free restaurant' 'Restaurant'
 'Sandwich shop' 'Vegan restaurant']",['mediterranean'],,,,
,df1_vs_df3,0.5246940929074563,low,geo,51.9,0.36363636363636365,0.0,kaggle380k-069117,yelp-25561,,,kaggle_380k,yelp,Dunkin',Lunch,dunkin,lunch,,,King St,King St,156,152,Cohasset,Cohasset,MA,MA,02025,02025,42.23684,42.23724,-70.8247051,-70.82503,"['Coffee shop' 'Bagel shop' 'Bakery' 'Breakfast restaurant' 'Donut shop'
 'Fast food restaurant' 'Takeout restaurant']",['sandwiches'],,,,
,df1_vs_df3,0.06666666666666667,low,phone,304530.6,0.16666666666666666,0.0,kaggle380k-060920,yelp-19140,,,kaggle_380k,yelp,Chicken Express,Rose Cafe,chicken express,rose cafe,,,N 107 Hasler Blvd,E R L Thornton Fwy,107,8035,Bastrop,Dallas,TX,TX,78602,75228,30.1092772,32.79488,-97.3330389,-96.70378,['Fast food restaurant' 'Chicken restaurant'],['breakfast' 'cafe'],+15123216800,+12143216800,,
,df1_vs_df3,0.5019351431472716,low,geo,61.0,0.3157894736842105,0.0,kaggle380k-146287,yelp-93295,,,kaggle_380k,yelp,The Gilded Unicorn,Heritage Bar & Kitchen,the gilded unicorn,heritage bar kitchen,,,South N Monroe St,S Monroe St,110,122,Spokane,Spokane,WA,WA,99201,99201,47.6563345,47.655788,-117.4267149,-117.426778,"['New American restaurant' 'American restaurant' 'Cocktail bar'
 'Gastropub' 'Restaurant' 'Wine bar']",['nan'],,,,
