id,source,name,name_norm,address_line1,address_line2,street,house_number,city,state,postal_code,country,latitude,longitude,categories,rating,rating_count
uber_eats-09706,uber_eats,Papa Johns (2187 Van Giesen St.),papa johns 2187 van giesen st,2187 Van Giesen St.,,Van Giesen St.,2187,Richland,WA,99354,US,46.2927419,-119.2996008,"['Pizza', 'Wings', 'Desserts', 'Sandwiches']",4.8,25.0
uber_eats-09707,uber_eats,El Antojito Mexican Restaurant,el antojito mexican restaurant,1915 W Court St,,W Court St,1915,Pasco,WA,99301,US,46.2418124,-119.115905,"['Mexican', 'Chicken', 'Seafood']",4.4,19.0
uber_eats-09708,uber_eats,Helados La Michoacana,helados la michoacana,712 N 20th Ave,,N 20th Ave,712,Pasco,WA,99301,US,46.2346032,-119.1181023,"['Mexican', 'Juice and Smoothies', 'Desserts']",4.5,101.0
uber_eats-09709,uber_eats,LA PLACITA MEXICAN RESTAURANTE,la placita mexican restaurante,5011 W Clearwater Ave,,W Clearwater Ave,5011,Kennewick,WA,99336,US,46.2120312,-119.1887656,"['Black-owned', 'Mexican', 'Seafood', 'Desserts', 'Comfort Food']",,
uber_eats-09710,uber_eats,"Indian Spice Lane (8524 W Gage Blvd A4,)",indian spice lane 8524 w gage blvd a4,8524 W Gage Blvd,A4,W Gage Blvd,8524,Kennewick,WA,99336,US,46.2281,-119.23732,"['Indian', 'Pakistani', 'Indian Curry', 'Vegetarian', 'Gluten Free']",,
uber_eats-09711,uber_eats,Double Dragon,double dragon,3107 W Clearwater Ave,,W Clearwater Ave,3107,Kennewick,WA,99336,US,46.21213,-119.16296,"['Chinese', 'Asian', 'Asian Fusion']",,
uber_eats-09712,uber_eats,Tomatillo Authentic Mexican Flavors,tomatillo authentic mexican flavors,1360 N Louisiana St,,N Louisiana St,1360,Kennewick,WA,99336,US,46.2258475,-119.2320468,['Mexican'],,
uber_eats-09713,uber_eats,Chuck E. Cheese (6340 W Rio Grande Ave),chuck e cheese 6340 w rio grande ave,6340 W Rio Grande Ave,,W Rio Grande Ave,6340,Kennewick,WA,99336,US,46.2247451,-119.2074785,['Pizza'],,
uber_eats-09714,uber_eats,Cozumel Mexican Cuisine,cozumel mexican cuisine,3801 S Zintel Way,,S Zintel Way,3801,Kennewick,WA,99337,US,46.1756153,-119.1858282,['Mexican'],,
uber_eats-09715,uber_eats,Hae Ha Thai,hae ha thai,1407 North Young Street,STE D,North Young Street,1407,Kennewick,WA,99336,US,46.22581,-119.21864,"['Thai', 'Asian', 'Noodles']",4.8,62.0
uber_eats-09716,uber_eats,Tokyo Sushi &amp; Teriyaki,tokyo sushi amp teriyaki,3617 Plaza Way,,Plaza Way,3617,Kennewick,WA,99338,US,46.1781837,-119.1873255,['Japanese: Sushi'],4.7,104.0
uber_eats-09717,uber_eats,Sake Express Sushi &amp; Teriyaki,sake express sushi amp teriyaki,2576 Queensgate Dr,,Queensgate Dr,2576,Richland,WA,99352,US,46.2591018,-119.3069727,"['Asian Fusion', 'Japanese', 'Sushi']",4.7,36.0
uber_eats-09718,uber_eats,Osaka Teriyaki &amp; Sushi,osaka teriyaki amp sushi,4101 W 27th Pl,,W 27th Pl,4101,Kennewick,WA,99338,US,46.1854042,-119.1764365,"['Japanese', 'Asian', 'Sushi']",4.4,143.0
uber_eats-09719,uber_eats,Chapala Express,chapala express,1028 Lee Blvd,,Lee Blvd,1028,Richland,WA,99352,US,46.2752241,-119.2773539,['Mexican'],4.7,72.0
uber_eats-09720,uber_eats,noodle thyme,noodle thyme,8530 W Gage Blvd,Ste C,W Gage Blvd,8530,Kennewick,WA,99336,US,46.2275795,-119.2377296,"['Chinese', 'Asian', 'Noodles']",4.5,62.0
uber_eats-09721,uber_eats,Gangnam Style BBQ,gangnam style bbq,7903 W Grandridge Blvd,,W Grandridge Blvd,7903,Kennewick,WA,99336,US,46.21785,-119.2265341,"['Korean', 'Asian', 'BBQ', 'Desserts']",4.8,34.0
uber_eats-09722,uber_eats,Panda Express (2885 Duportail St. Suite 1),panda express 2885 duportail st suite 1,2885 Duportail St.,Suite 1,Duportail St.,2885,Richland,WA,99352,US,46.2557799703926,-119.31295036094424,"['Asian', 'Chinese', 'Family Meals']",4.7,150.0
uber_eats-09723,uber_eats,Cinco de Mayo,cinco de mayo,3600 W Clearwater Ave,,W Clearwater Ave,3600,Kennewick,WA,99336,US,46.21278,-119.16966,['Mexican'],3.9,20.0
uber_eats-09724,uber_eats,Mezzo Thai Fusion,mezzo thai fusion,705 The Parkway,,The Parkway,705,Richland,WA,99352,US,46.27525,-119.27453,['Thai'],4.3,41.0
uber_eats-09725,uber_eats,Shogun Teriyaki &amp; Sushi,shogun teriyaki amp sushi,760 Dalton St,,Dalton St,760,Richland,WA,99354,US,46.332417,-119.281485,"['Asian Fusion', 'Asian', 'Korean']",4.7,55.0
uber_eats-09726,uber_eats,El Porton Tri-Cities,el porton tri cities,1301 Aaron Dr,,Aaron Dr,1301,Richland,WA,99352,US,46.2600836,-119.2838164,"['Mexican', 'Exclusive to Eats']",,
uber_eats-09727,uber_eats,Lee's Tahitian Restaurant &amp; Lounge,lee s tahitian restaurant amp lounge,2724 W Lewis St,,W Lewis St,2724,Pasco,WA,99301,US,46.231582,-119.127694,"['Chinese', 'Bar Food', 'Family Meals']",,
uber_eats-09728,uber_eats,A&amp;W (2210 W Court St),a amp w 2210 w court st,2210 W Court St,,W Court St,2210,Pasco,WA,99301,US,46.241159,-119.120885,"['American', 'burger', 'Fast Food']",,
uber_eats-09729,uber_eats,Branding Iron,branding iron,213 W,,W,213,Kennewick,WA,99336,US,46.208422,-119.1208504,"['American', 'Burgers', 'Sandwiches']",,
uber_eats-09730,uber_eats,Black Rock- Pasco Rd. 68,black rock pasco rd 68,7204 Burden Boulevard,,Burden Boulevard,7204,Pasco,WA,99301,US,46.27028,-119.18542,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-09731,uber_eats,Black Rock- Kennewick Down Town,black rock kennewick down town,22 West Carmichael Drive,,West Carmichael Drive,22,Kennewick,WA,99336,US,46.21005,-119.13075,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-09732,uber_eats,Black Rock- Kennewick Southridge,black rock kennewick southridge,4898 Hildebrand Boulevard,,Hildebrand Boulevard,4898,Kennewick,WA,99338,US,46.17852,-119.18685,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-09733,uber_eats,Tc Tacos Catering,tc tacos catering,2428 S Gum St,,S Gum St,2428,Kennewick,WA,99337,US,46.186032,-119.1075161,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-09734,uber_eats,Cheese Louise,cheese louise,619 The Pkwy,,The Pkwy,619,Richland,WA,99352,US,46.274494,-119.2745427,"['Breakfast and Brunch', 'American', 'Exclusive to Eats']",,
uber_eats-09735,uber_eats,Edge Steakhouse and Sports Lounge,edge steakhouse and sports lounge,314 N Underwood St,,N Underwood St,314,Kennewick,WA,99336,US,46.2129124,-119.1474345,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-09736,uber_eats,Woody's Bullpen Bar &amp; Grille,woody s bullpen bar amp grille,4128 W Clearwater Ave,,W Clearwater Ave,4128,Kennewick,WA,99336,US,46.2126446,-119.1770165,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-09737,uber_eats,Havana cafe,havana cafe,404 West Lewis Street,,West Lewis Street,404,Pasco,WA,99301,US,46.23056,-119.09067,"['Caribbean', 'Seafood', 'Latin American']",,
uber_eats-09738,uber_eats,tacos Palomino Corp,tacos palomino,1515 N 4th Ave,,N 4th Ave,1515,Pasco,WA,99301,US,46.241734,-119.094639,"['Mexican', 'New Mexican', 'Latin American', 'Exclusive to Eats']",,
uber_eats-09739,uber_eats,HAVANA CAFE,havana cafe,1415 George Washington Way,,George Washington Way,1415,Richland,WA,99354,US,46.29072,-119.27451,"['Caribbean', 'Seafood', 'Latin American']",,
uber_eats-09740,uber_eats,Kitchen 10,kitchen 10,711 West Vineyard Drive,,West Vineyard Drive,711,Kennewick,WA,99336,US,46.20649,-119.1278,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-09741,uber_eats,Hhungry,hhungry,1970 Keene Rd,,Keene Rd,1970,Richland,WA,99352,US,46.24748,-119.30044,"['Burgers', 'American', 'Sandwiches', 'Salads', 'Desserts', 'Healthy']",,
uber_eats-09742,uber_eats,Proof Gastropub,proof gastropub,924 N. Columbia Center Blvd,,N. Columbia Center Blvd,924,Kennewick,WA,99336,US,46.21999,-119.2235356,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-09743,uber_eats,Frost Me Sweet,frost me sweet,710 The Pkwy,,The Pkwy,710,Richland,WA,99352,US,46.275454,-119.2740046,"['Bakery', 'Sandwich', 'American', 'Desserts']",,
uber_eats-09744,uber_eats,Azteca Mexican Restaurant (Kennewick),azteca mexican restaurant kennewick,2807 W 10th Ave,,W 10th Ave,2807,Kennewick,WA,99338,US,46.19826,-119.16026,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-09745,uber_eats,Black Rock- West Richland Kennedy,black rock west richland kennedy,3507 Kennedy Road,,Kennedy Road,3507,West Richland,WA,99353,US,46.25651,-119.31704,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-09746,uber_eats,CG Public House &amp; Catering,cg public house amp catering,9221 W Clearwater Ave,,W Clearwater Ave,9221,Kennewick,WA,99336,US,46.2052382,-119.2460907,"['Burgers', 'American', 'Sandwiches']",,
uber_eats-09747,uber_eats,THE WILD TACO 2 EXTENSION (FRUIT CUPS AND SNACKS),the wild taco 2 extension fruit cups and snacks,72 Wellsian Way,,Wellsian Way,72,Richland,WA,99352,US,46.26051,-119.2841,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-09748,uber_eats,Eat Hot Tamales,eat hot tamales,,,,,,,,US,46.20933,-119.15427,"['Mexican', 'Latin American', 'New Mexican']",,
uber_eats-09749,uber_eats,Magill’s Restaurant &amp; Catering,magill s restaurant amp catering,3214 Road 68,,Road 68,3214,Pasco,WA,99301,US,46.2565098,-119.1803785,"['American', 'Chicken', 'Desserts']",4.8,73.0
uber_eats-09750,uber_eats,The Original Pancake House (424 Keene Rd),the original pancake house 424 keene rd,424 Keene Rd,,Keene Rd,424,Richland,WA,99352,US,46.2362591,-119.2819485,"['American', 'Comfort Food', 'Breakfast and Brunch']",4.6,69.0
uber_eats-09751,uber_eats,Inca Real,inca real,1813 Leslie Rd,,Leslie Rd,1813,Richland,WA,99352,US,46.22775,-119.2657,"['Mexican', 'Latin American', 'New Mexican', 'Exclusive to Eats']",,
uber_eats-09752,uber_eats,The Human Bean (Kennewick),the human bean kennewick,4305 W. Clearwater,,W. Clearwater,4305,Kennewick,WA,99336,US,46.21225,-119.17875,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",4.6,44.0
uber_eats-09753,uber_eats,Miss Tamale,miss tamale,701 The Pkwy,,The Pkwy,701,Richland,WA,99352,US,46.275085,-119.2745499,"['Mexican', 'Latin American', 'New Mexican']",4.9,63.0
uber_eats-09754,uber_eats,Angel's Cafe,angel s cafe,2532 N 4th Ave,,N 4th Ave,2532,Pasco,WA,99301,US,46.25306,-119.09545,"['Breakfast and Brunch', 'American', 'Sandwiches']",4.9,49.0
uber_eats-09755,uber_eats,Black Rock- Kennewick CC Blvd,black rock kennewick cc blvd,2000 North Columbia Center Boulevard,,North Columbia Center Boulevard,2000,Kennewick,WA,99336,US,46.2305,-119.22305,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-09756,uber_eats,El Charrito,el charrito,130 N 10th Ave,,N 10th Ave,130,Pasco,WA,99301,US,46.2289306,-119.1023835,"['Burgers', 'Mexican', 'Seafood']",4.0,16.0
uber_eats-09757,uber_eats,Taqueria El Sazon (Pasco),taqueria el sazon pasco,2226 W Court St,,W Court St,2226,Pasco,WA,99301,US,46.241311,-119.11941,"['Mexican', 'Latin American', 'New Mexican']",4.5,89.0
uber_eats-09758,uber_eats,El Chapala,el chapala,107 E Columbia Dr,,E Columbia Dr,107,Kennewick,WA,99336,US,46.212208,-119.115,"['Mexican', 'New American']",4.6,40.0
uber_eats-09759,uber_eats,Casa Rosita,casa rosita,311 South Columbia Center Boulevard,,South Columbia Center Boulevard,311,Kennewick,WA,99336,US,46.208416,-119.223535,"['Mexican', 'Latin American', 'New Mexican']",4.9,58.0
uber_eats-09760,uber_eats,Black Rock- Richland Aaron Drive,black rock richland aaron drive,1215 Aaron Drive,,Aaron Drive,1215,Richland,WA,99352,US,46.26,-119.28323,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-09761,uber_eats,Cinnabon (1321 N. Columbia Center Blvd. Ste. 511),cinnabon 1321 n columbia center blvd ste 511,1321 N. Columbia Center Blvd.,Ste. 511,N. Columbia Center Blvd.,1321,Kennewick,WA,99336,US,46.22603,-119.22722,"['Bakery', 'Desserts', 'American']",,
uber_eats-09762,uber_eats,Chicken Sammy's 231 (1021 N Columbia Center Blvd),chicken sammy s 231 1021 n columbia center blvd,1021 N. Columbia Center Blvd.,,N. Columbia Center Blvd.,1021,Kennewick,WA,99336,US,46.22079,-119.22464,"['American', 'Chicken', 'Fried Chicken', 'Sandwich', 'Burgers']",,
uber_eats-09763,uber_eats,Papa Johns (6303 Burden Blvd),papa johns 6303 burden blvd,6303 Burden Blvd.,,Burden Blvd.,6303,Pasco,WA,99301,US,46.2711104,-119.1728684,"['Pizza', 'Wings', 'Sandwiches', 'Desserts', 'American', 'Traditional American', 'Fast Food']",4.8,20.0
uber_eats-09764,uber_eats,Tacos Super Uno,tacos super uno,2417 West,,West,2417,Kennewick,WA,99336,US,46.20931,-119.15313,"['Mexican', 'Latin American', 'New Mexican']",4.7,38.0
uber_eats-09765,uber_eats,A&amp;W (2631 West Kennewick Avenue),a amp w 2631 west kennewick avenue,2631 West,,West,2631,Kennewick,WA,99336,US,46.20923,-119.1574234,"['American', 'burger', 'Fast Food']",3.8,12.0
uber_eats-09766,uber_eats,Pasqually’s Pizza &amp; Wings (6340 W Rio Grande Ave),pasqually s pizza amp wings 6340 w rio grande ave,6340 West Rio Grande Avenue,,West Rio Grande Avenue,6340,Kennewick,WA,99336,US,46.22457,-119.20725,"['Burgers', 'American', 'Sandwiches']",4.3,11.0
uber_eats-09767,uber_eats,Bamboo Mongolian Grill,bamboo mongolian grill,2230 West Court Street,,West Court Street,2230,Pasco,WA,99301,US,46.24149,-119.12039,"['Burgers', 'American', 'Sandwiches']",4.7,38.0
uber_eats-09768,uber_eats,Carl's Jr. (1026 N Colorado St),carl s jr 1026 n colorado st,1026 N Colorado St,,N Colorado St,1026,Kennewick,WA,99336,US,46.2205843,-119.2228199,['American'],,
uber_eats-09769,uber_eats,FIESTA MEXICAN RESTAURANT,fiesta mexican restaurant,5210 Road North 68,# L,Road North 68,5210,Pasco,WA,99301,US,46.274427,-119.1861057,"['Mexican', 'Latin American', 'New Mexican', 'Family Meals']",4.9,28.0
uber_eats-09770,uber_eats,Donatos Pizza (1021 N Columbia Center Blvd),donatos pizza 1021 n columbia center blvd,1021 N. Columbia Center Blvd.,,N. Columbia Center Blvd.,1021,Kennewick,WA,99336,US,46.22079,-119.22464,"['American', 'burger', 'Pizza']",3.2,18.0
uber_eats-09771,uber_eats,Lee's Tahitian,lee s tahitian,1342 Jadwin Ave,,Jadwin Ave,1342,Richland,WA,99354,US,46.2878272,-119.2762362,"['Chinese', 'Family Meals']",3.7,45.0
uber_eats-09772,uber_eats,Black Rock- West Richland Van Giesen,black rock west richland van giesen,4033 West Van Giesen Street,,West Van Giesen Street,4033,West Richland,WA,99353,US,46.29717,-119.34026,"['Coffee and Tea', 'American', 'Breakfast and Brunch']",,
uber_eats-09773,uber_eats,3 Margaritas Mexican Restaurant,3 margaritas mexican restaurant,627 Jadwin Avenue,,Jadwin Avenue,627,Richland,WA,99352,US,46.27401,-119.27577,"['Mexican', 'Comfort Food', 'Snacks']",4.7,15.0
uber_eats-09774,uber_eats,FIESTA MEXICAN RESTAURANT,fiesta mexican restaurant,2731 Queensgate Drive,,Queensgate Drive,2731,Richland,WA,99352,US,46.25759,-119.30692,"['Mexican', 'Latin American', 'New Mexican', 'Family Meals']",4.6,55.0
uber_eats-09775,uber_eats,Del Taco (155 Wellsian Way | 1291),del taco 155 wellsian way 1291,155 Wellsian Way,,Wellsian Way,155,Richland,WA,99352,US,46.2637,-119.28513,"['Fast Food', 'Mexican', 'Tacos']",4.3,48.0
uber_eats-09776,uber_eats,Budd's Broiler,budd s broiler,450 Columbia Point Drive,,Columbia Point Drive,450,Richland,WA,99352,US,46.2643633,-119.2533434,"['Seafood', 'American', 'Southern']",,
uber_eats-09777,uber_eats,Sonic (7210 Burden Boulevard),sonic 7210 burden boulevard,7210 Burden Boulevard,,Burden Boulevard,7210,Pasco,WA,99301,US,46.2702638,-119.185971,"['American', 'Fast Food', 'Burgers']",3.9,26.0
uber_eats-09778,uber_eats,Cosmic Wings - Columbia Point,cosmic wings columbia point,43 Columbia Point Drive,,Columbia Point Drive,43,Richland,WA,99352,US,46.2638,-119.26644,"['American', 'Bar Food', 'Wings', 'Fast Food', 'Chicken', 'Family Meals', 'Exclusive to Eats', 'Comfort Food']",3.9,14.0
uber_eats-09779,uber_eats,The Crazy Crab Place,the crazy crab place,131 Vista Way,,Vista Way,131,Kennewick,WA,99336,US,46.211031,-119.15776,"['Seafood', 'New American']",4.5,32.0
uber_eats-09780,uber_eats,Hops n Drops (Kennewick),hops n drops kennewick,4898 W Hildebrand Blvd,Ste A,W Hildebrand Blvd,4898,Kennewick,WA,99338,US,46.17852,-119.18685,"['Burgers', 'American', 'Sandwiches']",4.7,72.0
uber_eats-09781,uber_eats,Bonefish Grill (133 W. Gage Boulevard),bonefish grill 133 w gage boulevard,133 W. Gage Boulevard,,W. Gage Boulevard,133,Richland,WA,99352,US,46.2267756,-119.2492166,"['American', 'Seafood', 'Family Meals']",4.2,57.0
uber_eats-09782,uber_eats,Jack in the Box (4800 W Clearwater Ave),jack in the box 4800 w clearwater ave,4800 W Clearwater Ave,,W Clearwater Ave,4800,Kennewick,WA,99336,US,46.2126684,-119.1841075,"['American', 'burger', 'Fast Food']",4.3,32.0
uber_eats-09783,uber_eats,MrBeast Burger (1021 North Columbia Center Boulevard),mrbeast burger 1021 north columbia center boulevard,1021 North Columbia Center Boulevard,,North Columbia Center Boulevard,1021,Kennewick,WA,99336,US,46.22079,-119.22464,"['American', 'Burgers', 'Chicken', 'Desserts']",3.8,94.0
uber_eats-09784,uber_eats,Burger King (2501 Queensgate Dr),burger king 2501 queensgate dr,2501 Queensgate Dr,,Queensgate Dr,2501,Richland,WA,99352,US,46.257334,-119.3066581,"['American', 'burger', 'Fast Food', 'Family Meals']",4.7,32.0
uber_eats-09785,uber_eats,Firehouse Subs (2607 Kingsgate Way),firehouse subs 2607 kingsgate way,2607 Kingsgate Way,,Kingsgate Way,2607,Richland,WA,99354,US,46.3269129,-119.3164158,"['American', 'Sandwiches', 'Comfort Food']",5.0,24.0
uber_eats-09786,uber_eats,Wendy's (930 George Washington Way),wendy s 930 george washington way,930 George Washington Way,,George Washington Way,930,Richland,WA,99352,US,46.279667,-119.27337,"['American', 'Burgers', 'Fast Food']",4.6,83.0
uber_eats-09787,uber_eats,Panera (2768 Duportail Street),panera 2768 duportail street,2768 Duportail Street,,Duportail Street,2768,Richland,WA,99352,US,46.25912,-119.308786,"['Breakfast and Brunch', 'salad', 'Sandwich', 'Family Meals', 'Pizza', 'Healthy', 'American', 'Chicken']",4.6,167.0
uber_eats-09788,uber_eats,McDonald's® (2751 QUEENSGATE DRIVE),mcdonald s 2751 queensgate drive,2751 Queensgate Dr,,Queensgate Dr,2751,Richland,WA,99352,US,46.257111,-119.3117116,"['American', 'Burgers', 'Fast Food']",4.5,64.0
uber_eats-09789,uber_eats,Jersey Mike's Subs (2729 Queensgate Dr),jersey mike s subs 2729 queensgate dr,2729 Queensgate Drive,,Queensgate Drive,2729,Richland,WA,99352,US,46.25753,-119.3104,"['Sandwich', 'American', 'Burgers']",4.6,135.0
uber_eats-09790,uber_eats,The Habit Burger Grill (2831 Duportail St),the habit burger grill 2831 duportail st,2831 Duportail Street,,Duportail Street,2831,Richland,WA,99352,US,46.25668,-119.31073,"['American', 'Burgers', 'Sandwiches']",4.7,147.0
uber_eats-09791,uber_eats,Dairy Queen Grill &amp; Chill (3250 Duportail St),dairy queen grill amp chill 3250 duportail st,3250 Duportail St,,Duportail St,3250,Richland,WA,99352,US,46.25463,-119.31944,"['Ice Cream + Frozen Yogurt', 'Burgers', 'Chicken', 'American']",4.8,91.0
uber_eats-09792,uber_eats,Red Robin Gourmet Burgers (1021 N Columbia Center Blvd),red robin gourmet burgers 1021 n columbia center blvd,1021 N Columbia Center Blvd,,N Columbia Center Blvd,1021,Kennewick,WA,99336,US,46.2208179,-119.2245644,"['American', 'Burgers', 'Pizza']",4.3,169.0
uber_eats-09793,uber_eats,Denny's (1301A George Washington Way),denny s 1301a george washington way,1301A George Washington Way,,George Washington Way,1301A,Richland,WA,99354,US,46.2861212,-119.2748136,"['American', 'Breakfast and Brunch', 'Coffee and Tea', 'Diner', 'Desserts', 'Salads', 'Steak', 'Sandwich', 'Healthy', 'Family Meals']",4.5,157.0
uber_eats-09794,uber_eats,Applebee's (Columbia Point),applebee s columbia point,43 Columbia Point Dr,,Columbia Point Dr,43,Richland,WA,99352,US,46.2638124,-119.2666841,"['American', 'Bar Food', 'BBQ', 'burger', 'Chicken Strips', 'Comfort Food', 'Dinner', 'pasta', 'salad', 'Sandwich', 'Soup', 'Steak', 'Traditional American', 'wings', 'Family Meals']",4.5,107.0
uber_eats-09795,uber_eats,Hops n Drops (Richland),hops n drops richland,2675 Queensgate Dr,,Queensgate Dr,2675,Richland,WA,99352,US,46.25893,-119.31024,"['Burgers', 'American', 'Sandwiches']",4.5,92.0
uber_eats-09796,uber_eats,Doggie Style Gourmet,doggie style gourmet,1415 George Washington Way,,George Washington Way,1415,Richland,WA,99354,US,46.290496,-119.274493,"['Burgers', 'American', 'Fast Food']",4.7,173.0
uber_eats-09797,uber_eats,The Chicken Shack,the chicken shack,4390 W Van Giesen St,,W Van Giesen St,4390,West Richland,WA,99353,US,46.2996943,-119.3441869,"['American', 'Burgers', 'Chicken', 'Family Friendly']",,
uber_eats-09798,uber_eats,3 Eyed Fish Kitchen + Bar,3 eyed fish kitchen bar,1970 Keene Rd,,Keene Rd,1970,Richland,WA,99352,US,46.2476268,-119.3004954,"['American', 'Latin Fusion', 'Family Friendly']",4.9,49.0
uber_eats-09799,uber_eats,Sushi Ya,sushi ya,731 N Columbia Center Blvd,,N Columbia Center Blvd,731,Kennewick,WA,99336,US,46.21618,-119.2261758,"['Sushi', 'Asian', 'Japanese', 'Family Friendly']",4.7,118.0
uber_eats-09800,uber_eats,Starbucks (6607 W. Canal Drive),starbucks 6607 w canal drive,6607 West Canal Drive,A,West Canal Drive,6607,Kennewick,WA,99336,US,46.2263548,-119.2101632,"['Bakery', 'Breakfast and Brunch', 'Cafe', 'Coffee &amp', 'Tea', 'Group Friendly']",4.7,117.0
uber_eats-09801,uber_eats,HONGS MONGOLIAN,hongs mongolian,1220 N Columbia Center Blvd,,N Columbia Center Blvd,1220,Kennewick,WA,99336,US,46.2235086,-119.2218573,"['Asian', 'Asian Fusion', 'Korean', 'Desserts', 'Allergy Friendly']",,
uber_eats-09802,uber_eats,The Folded Pizza Pie,the folded pizza pie,421 Wellsian Way,,Wellsian Way,421,Richland,WA,99352,US,46.2702105,-119.2855063,"['American', 'Italian', 'Allergy Friendly']",,
uber_eats-09803,uber_eats,Brothers Cheese Steaks,brothers cheese steaks,110 S 4th Ave,,S 4th Ave,110,Pasco,WA,99301,US,46.229949,-119.0924735,"['American', 'Sandwich', 'Allergy Friendly', 'Family Friendly']",4.8,52.0
uber_eats-09804,uber_eats,Pacific Pasta,pacific pasta,603 Goethals Dr,,Goethals Dr,603,Richland,WA,99352,US,46.27404,-119.28042,"['Italian', 'New American', 'Asian Fusion', 'Family Meals', 'Family Friendly', 'Allergy Friendly', 'Exclusive to Eats']",4.7,127.0
uber_eats-09805,uber_eats,The Village Bistro,the village bistro,5215 W Clearwater Ave,,W Clearwater Ave,5215,Kennewick,WA,99336,US,46.2120114,-119.1934239,"['BBQ', 'American', 'Burgers', 'Family Friendly']",4.7,34.0
uber_eats-09806,uber_eats,Fiction@JBookwalter,fiction jbookwalter,894 Tulip Ln,,Tulip Ln,894,Richland,WA,99352,US,46.2537593,-119.2988154,"['American', 'Pizza', 'Salads', 'Allergy Friendly', 'Healthy']",,
uber_eats-09807,uber_eats,McDonald's® (4810 RD 68),mcdonald s 4810 rd 68,4810 Road N 68,,Road N 68,4810,Pasco,WA,99301,US,46.27137,-119.1850626,"['American', 'Burgers', 'Fast Food', 'Group Friendly']",4.5,167.0
uber_eats-09808,uber_eats,Papa Murphy's (1332 Jadwin Avenue),papa murphy s 1332 jadwin avenue,1332 Jadwin Avenue,,Jadwin Avenue,1332,Richland,WA,99354,US,46.2873146,-119.2762783,['Pizza'],4.7,15.0
uber_eats-09809,uber_eats,IHOP (6511 West Canal Dr),ihop 6511 west canal dr,6511 West Canal Dr,,West Canal Dr,6511,Kennewick,WA,99336,US,46.2262933,-119.2093068,"['American', 'Breakfast and Brunch', 'burger', 'Comfort Food', 'Dinner', 'Omelette', 'salad', 'Traditional American', 'Family Meals', 'Family Friendly']",4.5,78.0
uber_eats-09810,uber_eats,FIESTA MEXICAN RESTAURANT,fiesta mexican restaurant,8524 W Gage Blvd,,W Gage Blvd,8524,Kennewick,WA,99336,US,46.2277569,-119.2373892,"['Mexican', 'Latin American', 'New Mexican', 'Allergy Friendly']",,
uber_eats-09811,uber_eats,Mexico Lindo Y Que Rico,mexico lindo y que rico,1819 W Court St,,W Court St,1819,Pasco,WA,99301,US,46.241694,-119.1132142,"['Mexican', 'Tex Mex', 'New Mexican', 'Seafood', 'Salads', 'Burgers', 'Vegetarian', 'Vegetarian Friendly', 'Healthy', 'Family Meals']",4.4,29.0
uber_eats-09812,uber_eats,El Mirador,el mirador,1315 N 20th Ave,,N 20th Ave,1315,Pasco,WA,99301,US,46.2404161,-119.1169583,"['Mexican', 'Family Friendly']",4.3,45.0
uber_eats-09813,uber_eats,Red Lobster (1120 Columbia Center Blvd.),red lobster 1120 columbia center blvd,1120 Columbia Center Blvd.,,Columbia Center Blvd.,1120,Kennewick,WA,99336,US,46.2227575,-119.2225516,"['Seafood', 'American', 'Family Meals', 'Family Friendly']",4.5,89.0
uber_eats-09814,uber_eats,Anthony's HomePort Richland,anthony s homeport richland,550 Columbia Point Dr,,Columbia Point Dr,550,Richland,WA,99352,US,46.2632889,-119.2504572,"['Burgers', 'American', 'Gluten Free', 'Gluten Free Friendly', 'Salads', 'Comfort Food']",,
uber_eats-09815,uber_eats,Buffalo Wild Wings (8551 West Gage Blvd.),buffalo wild wings 8551 west gage blvd,8551 West Gage Blvd.,,West Gage Blvd.,8551,Kennewick,WA,99336,US,46.2262204,-119.2374153,"['wings', 'Chicken', 'American', 'Family Friendly']",4.2,104.0
uber_eats-09816,uber_eats,Outback Steakhouse (6819 W Canal Dr),outback steakhouse 6819 w canal dr,6819 W Canal Dr,,W Canal Dr,6819,Kennewick,WA,99336,US,46.2262654,-119.2124649,"['American', 'Family Meals', 'Family Friendly']",4.6,122.0
uber_eats-09817,uber_eats,Fresh Set 231 (1021 N Columbia Center Blvd),fresh set 231 1021 n columbia center blvd,1021 N. Columbia Center Blvd.,,N. Columbia Center Blvd.,1021,Kennewick,WA,99336,US,46.22079,-119.22464,"['Healthy', 'Salads', 'Vegetarian Friendly', 'Cafe']",4.2,13.0
