id,title,author,rating,numratings,language,genres,bookformat,edition,page_count,publisher,publish_year,price,isbn_clean
goodreads_49372,The Ultimate Halloween,"Marvin Kaye (Goodreads Author) (Editor), Esther M. Friesner (Contributor), John Gregory Betancourt (Contributor), Edith Wharton (Contributor), C.E. Lawrence (Goodreads Author) (Contributor), Ron Goulart (Contributor), H.P. Lovecraft (Contributor), William F. Nolan (Goodreads Author) (Contributor), more…",3.4,62,English,"Halloween, Horror, Anthologies, Fiction, Short Stories, Fantasy",Paperback,nan,322,iBooks,2001,2.859999895095825,0743423968
goodreads_47989,To The Spiritually Inclined,Thurman L. Faison (Goodreads Author),3.68,19,English,"Nonfiction, Philosophy",Paperback,nan,138,Createspace Independent Publishing Platform,2009,17.1200008392334,1448692725
goodreads_41001,The Philosopher's Pupil,Iris Murdoch,3.83,1062,English,"Fiction, Literature, Literary Fiction, Novels, Classics, Philosophy, 20th Century, Contemporary, British Literature, Audiobook",Paperback,nan,560,Penguin Books,1989,2.7699999809265137,0140066950
goodreads_29901,Pregnant Pause,Han Nolan,3.76,1712,English,"Young Adult, Realistic Fiction, Fiction, Contemporary, Teen, Family, Romance, Drama, Coming Of Age, Marriage",Hardcover,nan,340,HMH Books for Young Readers,2011,5.449999809265137,0152065709
goodreads_24482,The Buntline Special,Mike Resnick,3.46,1283,English,"Steampunk, Fantasy, Westerns, Science Fiction, Fiction, Alternate History, Weird West, Historical Fiction, Adventure, Urban Fantasy",Paperback,nan,320,Prometheus Books,2010,5.21999979019165,1616142499
goodreads_10719,The Man Who Loved Children,"Christina Stead, Randall Jarrell (Introduction)",3.57,3954,English,"Fiction, Classics, Australia, Novels, Literature, Literary Fiction, 20th Century, Womens, Family, Contemporary",Paperback,nan,527,Picador USA,2001,6.079999923706055,0312280440
goodreads_44468,Madapple,Christina Meldrum (Goodreads Author),3.43,2753,English,"Young Adult, Fiction, Mystery, Fantasy, Teen, Realistic Fiction, Religion, Audiobook, Contemporary, Mystery Thriller",Hardcover,nan,410,Knopf Books for Young Readers,2008,1.7200000286102295,0375851763
goodreads_3675,'Salem's Lot,"Stephen King (Goodreads Author), Jerry N. Uelsmann (Photographer)",4.25,94874,English,"Horror, Fiction, Vampires, Fantasy, Paranormal, Thriller, Supernatural, Novels, Classics, Suspense",Hardcover,Illustrated Edition,594,Doubleday,2005,23.389999389648438,0385516487
goodreads_33883,Over the Edge of the World: Magellan's Terrifying Circumnavigation of the Globe,Laurence Bergreen,4.12,13221,English,"History, Nonfiction, Biography, Adventure, Travel, World History, Historical, Maritime, European History, Survival",Paperback,nan,438,William Morrow Paperbacks,2004,5.139999866485596,006093638X
goodreads_15567,"Giant Days, Vol. 1","John Allison (Goodreads Author), Lissa Treiman (Illustrator), Whitney Cogar (Colors)",3.96,19340,English,"Graphic Novels, Comics, Young Adult, Contemporary, Graphic Novels Comics, Fiction, Humor, LGBT, New Adult, Realistic Fiction",Paperback,nan,112,BOOM! Box,2015,2.940000057220459,1608867897
goodreads_47950,Rumpelstiltskin,Paul O. Zelinsky,4.24,16412,English,"Picture Books, Childrens, Fairy Tales, Fantasy, Classics, Fiction, Folklore, Folk Tales, Art, Kids",Paperback,nan,40,Puffin Books,1996,7.46999979019165,0140558640
goodreads_47583,A Summons to Memphis,Peter Taylor,3.66,5811,English,"Fiction, Novels, Southern, Literary Fiction, American, Classics, Contemporary, Modern, Literature, Book Club",Paperback,nan,209,Vintage,1999,2.3299999237060547,0375701176
goodreads_22276,My Notorious Life,Kate Manning (Goodreads Author),4.03,12023,English,"Historical Fiction, Fiction, Historical, Feminism, New York, Adult Fiction, Adult, 19th Century, Book Club, Womens",ebook,nan,448,Scribner,2013,,1451698089
goodreads_36589,The Fireside Inn,Lily Everett (Goodreads Author),3.64,231,nan,"Romance, Contemporary, Contemporary Romance, Novella, Adult, Fiction, Short Stories",ebook,nan,105,St. Martin's Paperbacks,2014,,146685474X
goodreads_28733,The King's Pleasure,Norah Lofts,3.92,1130,English,"Historical Fiction, Fiction, Tudor Period, Historical, British Literature, 16th Century, Romance, Adult, Spain, 15th Century",Paperback,nan,336,Tempus,2007,1.4500000476837158,0752439464
goodreads_50083,Tell Me the Secrets: Treasures for Eternity,Max Lucado (Goodreads Author),4.48,193,English,"Childrens, Christian, Fiction, Christian Fiction, Picture Books, Short Stories, Religion, Christian Living",Hardcover,nan,63,Crossway Books,1993,3.130000114440918,0891077308
goodreads_6147,The Drowned and the Saved,Primo Levi,4.42,5911,English,"Nonfiction, History, Holocaust, Memoir, World War II, War, Philosophy, Italian Literature, Biography, Essays",Paperback,nan,170,Abacus,1989,2.25,0349100470
goodreads_27932,One Day in My Life,"BobSands, Gerry Adams (Introduction)",4.38,536,English,"Nonfiction, Ireland, Irish Literature, Biography, Memoir, History, Biography Memoir, Politics, School",Paperback,nan,118,Mercier Press,2001,9.010000228881836,1856353494
goodreads_6522,Kuyucaklı Yusuf,Sabahattin Ali,4.22,13861,Turkish,"Turkish Literature, Fiction, Turkish, Classics, Roman, Novels, Literature, 20th Century, Audiobook, Read For School",Paperback,nan,222,Yapı Kredi Yayınları,1999,2.5899999141693115,975080001X
goodreads_20540,The Things We Don't Know,Tarun Betala (Goodreads Author),3.97,32,English,"Nonfiction, Science, History",Paperback,2017,177,Tarun Betala,2017,174.32000732421875,9352796705
goodreads_16327,Stone Junction,"Jim Dodge, Thomas Pynchon (Introduction)",4.11,2326,English,"Fiction, Fantasy, The United States Of America, Magical Realism, American, American Fiction, 20th Century, Novels, Americana, Magic",Paperback,nan,384,Grove Press,1998,9.609999656677246,0802135854
goodreads_38130,A Beautiful Question: Finding Nature's Deep Design,Frank Wilczek,3.89,1008,English,"Science, Nonfiction, Physics, Philosophy, History, Nature, Mathematics, Art, Popular Science, Audiobook",Hardcover,nan,448,Penguin Press,2015,8.4399995803833,1594205264
goodreads_6159,Slathbog's Gold,M.L. Forman (Goodreads Author),4.18,10875,English,"Fantasy, Young Adult, Dragons, Adventure, Magic, Fiction, Middle Grade, Young Adult Fantasy, Childrens, Teen",Hardcover,nan,406,Shadow Mountain,2009,5.420000076293945,1606410296
goodreads_14475,American Savages,J.J. McAvoy,4.51,8854,English,"Romance, Dark, Contemporary, Adult, Contemporary Romance, New Adult, Suspense, Erotica, Crime, Action",ebook,1st Edition,388,NYLA,2015,,1625178190
goodreads_40037,"The New Six-Point Plan for Raising Happy, Healthy Children",John Rosemond,4.23,352,nan,"Parenting, Nonfiction, Family",Hardcover,nan,328,Andrews McMeel Publishing,2006,5.199999809265137,0740760777
goodreads_3052,La tregua,Mario Benedetti,4.21,20615,Spanish,"Fiction, Classics, Romance, Spanish Literature, Novels, Latin American, Literature, Latin American Literature, Drama, School",Paperback,nan,368,Punto de Lectura,2001,9.079999923706055,9707311169
goodreads_3228,The Devouring,Simon Holt,3.92,7571,English,"Horror, Young Adult, Paranormal, Fantasy, Demons, Supernatural, Fiction, Thriller, Teen, Urban Fantasy",Hardcover,1st Edition,231,"Little, Brown and Company",2008,3.1600000858306885,0316035734
goodreads_43102,La Capital: The Biography of Mexico City,Jonathan Kandell,4.41,118,English,"History, Nonfiction, Historical",Paperback,nan,640,Henry Holt & Company,1990,6.039999961853027,0805012672
goodreads_43816,On Agate Hill,Lee Smith,3.77,3598,English,"Historical Fiction, Fiction, Southern, Civil War, Historical, War, Adult Fiction, 19th Century, Audiobook, American History",Hardcover,nan,367,A Shannon Ravenel Book,2006,3.2100000381469727,1565124529
goodreads_7967,Thunderhead,"Douglas Preston (Goodreads Author), Lincoln Child",4.09,27548,English,"Thriller, Fiction, Mystery, Adventure, Horror, Suspense, Mystery Thriller, Crime, Action, Archaeology",Paperback,nan,531,Grand Central Publishing,2000,1.6399999856948853,0446608378
goodreads_33903,Emily and Einstein,Linda Francis Lee (Goodreads Author),3.77,6326,English,"Fiction, Chick Lit, Animals, Romance, Dogs, Contemporary, Fantasy, Adult Fiction, Audiobook, Adult",Hardcover,nan,356,St. Martin's Press,2011,3.130000114440918,0312382189
goodreads_26712,البدائع والطرائف,"Kahlil Gibran, نازك سابا يارد (Editor), جبران خليل جبران",3.81,1056,Arabic,"Literature, Poetry, Essays, Philosophy, Nonfiction",Paperback,nan,230,مؤسسة بحسون,2004,,995339010X
goodreads_43894,Disconnect,Imran Siddiq (Goodreads Author),3.7,169,English,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Paranormal, Amazon",Paperback,First,277,Flickimp Publishing,2013,12.930000305175781,1481968149
goodreads_41832,Promise of the Wolves,Dorothy Hearst (Goodreads Author),4.01,3891,English,"Fantasy, Animals, Fiction, Wolves, Young Adult, Paranormal, Historical Fiction, Historical, Werewolves, Adventure",Hardcover,nan,341,Simon & Schuster,2008,3.130000114440918,1416569987
goodreads_22228,Belladonna,Fiona Paul,3.95,1412,English,"Historical Fiction, Young Adult, Romance, Historical, Mystery, Fantasy, Historical Romance, Paranormal, Vampires, Fiction",Hardcover,nan,346,Philomel,2013,8.609999656677246,0399257268
goodreads_42205,Escape with the Dream Maker,Gilbert L. Morris,3.8,417,English,"Fantasy, Christian, Fiction, Young Adult, Science Fiction, Christian Fiction, Childrens, Christian Fantasy, Dystopia, Adventure",Paperback,nan,150,Moody Publishers,1997,5.630000114440918,0802436927
goodreads_149,The Compleat Works of Wllm Shkspr (abridged),"Reduced Shakespeare Company, Adam Long (Contributor), Daniel Singer (Contributor), Jess Winfield (Editor)",4.44,8439,English,"Plays, Classics, Humor, Fiction, Drama, Theatre, Comedy, Poetry, Literature, Adult",Hardcover,nan,137,Applause Books,1994,3.1700000762939453,1557831572
goodreads_48372,Card Play Technique,"Victor Mollo, Nico Gardener",4.74,23,English,,Hardcover,nan,384,Faber & Faber,1971,8.670000076293945,0571097448
goodreads_9206,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder (Goodreads Author),4.41,52863,English,"Nonfiction, Politics, History, Russia, Biography, Business, Memoir, True Crime, Finance, Crime",Hardcover,nan,380,Simon Schuster,2015,9.800000190734863,147675571X
goodreads_45069,Old Masters: A Comedy,"Thomas Bernhard, Ewald Osers (Translator)",4.1,2186,English,"Fiction, German Literature, Art, Literature, Classics, Literary Fiction, Novels, 20th Century, Philosophy, Humor",Paperback,nan,156,University of Chicago Press,1992,13.510000228881836,0226043916
goodreads_5806,The Heretic's Daughter,Kathleen Kent (Goodreads Author),3.77,32503,English,"Historical Fiction, Fiction, Historical, Witches, Book Club, Adult Fiction, 17th Century, Audiobook, Adult, American History",Hardcover,Large Print,332,"Little, Brown and Company",2008,5.289999961853027,0316037532
goodreads_4620,Death's End,"Liu Cixin (Goodreads Author), Ken Liu (Goodreads Author) (Translator)",4.44,48526,English,"Science Fiction, Fiction, China, Science Fiction Fantasy, Audiobook, Fantasy, Space, Space Opera, Aliens, Speculative Fiction",Hardcover,nan,604,TOR,2016,20.420000076293945,0765377101
goodreads_76,My Sister's Keeper,Jodi Picoult (Goodreads Author),4.08,1056676,English,"Fiction, Contemporary, Chick Lit, Young Adult, Drama, Adult, Adult Fiction, Realistic Fiction, Family, Novels",Paperback,nan,423,Washington Square Press,2005,2.759999990463257,0743454537
goodreads_52093,Who Is Jesus?: Linking the Historical Jesus with the Christ of Faith,Darrell L. Bock,4.07,45,English,"Theology, History, New Testament, Christianity",Paperback,nan,256,Howard Books,2012,5.199999809265137,1439190682
goodreads_33479,Decolonize Your Diet: Plant-Based Mexican-American Recipes for Health and Healing,"Luz Calvo, Catriona Rueda Esquibel",4.5,228,English,"Cookbooks, Food, Nonfiction, Cooking, History, Self Help, Food and Drink, Race, Reference, Health",Paperback,nan,256,Arsenal Pulp Press,2015,23.190000534057617,1551525925
goodreads_1970,The Best of Me,Nicholas Sparks (Goodreads Author),3.94,144478,English,"Romance, Fiction, Chick Lit, Contemporary, Adult, Audiobook, Adult Fiction, Contemporary Romance, Drama, Love",Hardcover,nan,292,Grand Central Publishing,2011,3.0999999046325684,0446547654
goodreads_40932,America's Real War,Daniel Lapin,4.02,64,English,"Politics, Nonfiction, History, Cultural, Religion, Judaism, Christianity",Paperback,nan,384,Multnomah,1999,3.2799999713897705,1576736555
goodreads_13525,The Carpetbaggers,Harold Robbins,3.94,4354,English,"Fiction, Romance, Novels, Historical Fiction, Adventure, Adult Fiction, American, Film, Classics, 20th Century",Mass Market Paperback,nan,688,Forge Books,2007,32.29999923706055,0765351463
goodreads_18570,The White Castle,"Orhan Pamuk, Victoria Rowe Holbrook (Translator)",3.47,11755,English,"Fiction, Historical Fiction, Turkish Literature, Turkish, Literature, Novels, Nobel Prize, Contemporary, Literary Fiction, Historical",Paperback,nan,161,Faber and Faber,2000,1.4600000381469727,0571164668
goodreads_31458,Love from Paris,Alexandra Potter (Goodreads Author),3.98,1235,English,"Chick Lit, Romance, Fiction, Mystery, Contemporary, Adult",Paperback,nan,360,Hodder Paperbacks,2015,2.7699999809265137,1444712179
goodreads_43216,The Abyss of Human Illusion,"Gilbert Sorrentino, Christopher Sorrentino (Preface)",3.77,167,English,"Fiction, Short Stories, American, Literature, Literary Fiction, 21st Century",Paperback,nan,144,Coffee House Press,2010,3.119999885559082,1566892333
goodreads_34007,May Bird and the Ever After,Jodi Lynn Anderson (Goodreads Author),3.96,7000,English,"Fantasy, Middle Grade, Young Adult, Fiction, Childrens, Adventure, Paranormal, Ghosts, Supernatural, Juvenile",Paperback,nan,352,Aladdin,2006,1.590000033378601,141690607X
goodreads_34259,Hostage,Kay Hooper,4.02,3996,English,"Paranormal, Mystery, Suspense, Fiction, Romantic Suspense, Thriller, Romance, Crime, Mystery Thriller, Fantasy",Hardcover,nan,320,Berkley,2013,3.130000114440918,0425259374
goodreads_15744,Holidays on Ice,David Sedaris,3.92,109281,English,"Humor, Nonfiction, Short Stories, Memoir, Essays, Christmas, Audiobook, Comedy, Holiday, Biography",Paperback,nan,176,Little Brown & Co (P),1998,12.3100004196167,0316191299
goodreads_8196,More Than Human,Theodore Sturgeon,3.97,15232,English,"Science Fiction, Fiction, Fantasy, Science Fiction Fantasy, Classics, Novels, Speculative Fiction, 20th Century, Paranormal, Unfinished",Paperback,First Vintage Books Edition,186,Vintage,1999,13.0,0375703713
goodreads_22204,Argall: The True Story of Pocahontas and Captain John Smith,William T. Vollmann,4.12,233,English,"Fiction, Historical Fiction, Literature, Novels, American, 21st Century, Native American History, War, Contemporary",Paperback,nan,746,Penguin Group,2002,8.859999656677246,0142001503
goodreads_25356,The Complete Hitchhiker's Guide to the Galaxy: The Trilogy of Five,Douglas Adams,4.4,15606,English,"Science Fiction, Fiction, Humor, Fantasy, Classics, Comedy, Science Fiction Fantasy, Adventure, Audiobook, Collections",Kindle Edition,nan,1003,Tor,2012,5.139999866485596,0434003484
goodreads_4768,Elric of Melniboné,Michael Moorcock,3.89,22916,English,"Fantasy, Fiction, Sword and Sorcery, Science Fiction Fantasy, Dark Fantasy, Epic Fantasy, High Fantasy, Classics, Science Fiction, Novels",Mass Market Paperback,nan,181,Ace Books,1987,7.269999980926514,0441203981
goodreads_20327,"Avery and Me: Intuitive Healer, Skeptical Seeker, and a Life Transformed","Margaret Simeone, Avery Kanfer",5.0,1,nan,,Paperback,nan,,Createspace Independent Publishing Platform,2016,18.100000381469727,1535576278
goodreads_13050,The Blood Mirror,Brent Weeks (Goodreads Author),4.35,34492,English,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Magic, Audiobook, Science Fiction Fantasy, Adult, Epic, Adventure",Hardcover,nan,704,Orbit,2016,3.799999952316284,031625133X
goodreads_15218,Ali's Pretty Little Lies,Sara Shepard (Goodreads Author),4.13,10532,English,"Young Adult, Mystery, Fiction, Contemporary, Chick Lit, Romance, Thriller, Realistic Fiction, Teen, Mystery Thriller",Hardcover,nan,290,HarperTeen,2013,3.740000009536743,006223336X
goodreads_45623,Mystery of Crocodile Island,Carolyn Keene,3.84,3684,English,"Mystery, Fiction, Young Adult, Childrens, Classics, Mystery Thriller, Middle Grade, Juvenile, Crime, Adventure",Hardcover,nan,180,Grosset & Dunlap,1978,4.019999980926514,0448095556
goodreads_25432,"Nicolas Eymerich, inkwizytor","Valerio Evangelisti, Joanna Wajs (Translator)",3.57,1154,Polish,"Fantasy, Science Fiction, Fiction, Historical Fiction, Horror, Italian Literature, Novels, Italy, Historical, Epic",Paperback,nan,269,Wydawnictwo Znak,2007,,8324008284
goodreads_1325,Boy's Life,Robert R. McCammon,4.36,26225,English,"Horror, Fiction, Fantasy, Mystery, Coming Of Age, Young Adult, Magical Realism, Thriller, Historical Fiction, Adventure",Mass Market Paperback,nan,580,Pocket Books,1992,5.340000152587891,0671743058
goodreads_42856,Darcy's Story,Janet Aylmer (Goodreads Author),3.41,3938,English,"Historical Fiction, Fiction, Romance, Historical, Regency, Retellings, Chick Lit, Historical Romance, Classics, Adult",Paperback,nan,277,William Morrow Paperbacks,2006,3.069999933242798,0061148709
goodreads_46759,Molly Moon's Hypnotic Time Travel Adventure,Georgia Byng,3.83,5748,English,"Fantasy, Childrens, Middle Grade, Fiction, Time Travel, Young Adult, Adventure, Magic, Science Fiction, Mystery",Paperback,nan,400,HarperCollins,2006,5.809999942779541,0060750340
goodreads_27166,A Indomável Miss Bridgerton,Julia Quinn (Goodreads Author),3.9,22003,Portuguese,"Romance, Historical Romance, Historical, Historical Fiction, Adult, Regency, Fiction, Regency Romance, Audiobook, Georgian",Paperback,nan,320,Edições ASA,2018,8.9399995803833,9892342682
goodreads_42734,The First Christmas Carol,Marianne Jordan (Goodreads Author),4.43,425,English,"Christmas, Christian, Christian Fiction, Historical Fiction, Biblical Fiction, Novella, Inspirational, Fiction",Paperback,1st ,140,Lighthouse Publishing of the Carolinas,2013,11.699999809265137,1938499735
goodreads_33283,A Widow's Walk: A Memoir of 9/11,Marian Fontana,4.16,374,English,"Memoir, Nonfiction, Biography, History, Biography Memoir, American",Paperback,nan,420,Simon Schuster,2006,6.059999942779541,0743298241
goodreads_5392,Taken by Storm,Jennifer Lynn Barnes (Goodreads Author),4.12,7195,English,"Young Adult, Werewolves, Paranormal, Fantasy, Urban Fantasy, Romance, Shapeshifters, Supernatural, Wolves, Young Adult Paranormal",Hardcover,nan,314,EgmontUSA,2012,7.639999866485596,1606843192
goodreads_50042,Jefferson,Max Byrd,3.55,107,English,"Historical Fiction, Fiction, France",Paperback,nan,448,Bantam,1998,3.450000047683716,0553379372
goodreads_8157,"Thank You, Jeeves",P.G. Wodehouse,4.23,14322,English,"Fiction, Humor, Classics, Comedy, British Literature, Audiobook, 20th Century, Novels, Historical Fiction, Literature",Paperback,nan,240,W. W. Norton Company,2013,12.079999923706055,0393345998
goodreads_42533,"The Root of Thought: Unlocking Glia--The Brain Cell That Will Help Us Sharpen Our Wits, Heal Injury, and Treat Brain Disease",Andrew Koob,3.61,123,English,"Nonfiction, Neuroscience, Psychology, Science, Medical, Health",Hardcover,nan,186,FT Press,2009,14.75,0137151713
goodreads_5804,Scar Night,Alan Campbell,3.62,3850,English,"Fantasy, Steampunk, Fiction, Dark Fantasy, Science Fiction, Horror, Science Fiction Fantasy, Angels, Epic Fantasy, Dark",Hardcover,nan,421,Bantam Spectra,2006,3.1700000762939453,0553384163
goodreads_21259,Blue of Noon,"Georges Bataille, Harry Mathews (Translator), Ken Hollings (Introduction)",3.73,2008,English,"Fiction, France, Literature, French Literature, Philosophy, 20th Century, Novels, Sexuality, Classics, Erotica",Paperback,nan,162,Marion Boyars Publishers Ltd,2002,46.970001220703125,0714530735
goodreads_17950,Thunder Heights,Phyllis A. Whitney,3.84,1356,English,"Mystery, Gothic, Romance, Fiction, Historical Fiction, Romantic Suspense, Gothic Romance, Historical, Suspense, Mystery Thriller",Mass Market Paperback,nan,336,HarperCollins Publishers,1991,6.75,0061002151
goodreads_21922,The Informationist,Taylor Stevens (Goodreads Author),3.78,10047,English,"Thriller, Mystery, Fiction, Mystery Thriller, Africa, Suspense, Audiobook, Adventure, Crime, Adult Fiction",Hardcover,nan,307,Crown,2011,3.1500000953674316,0307717097
goodreads_3788,Daniel Deronda,"George Eliot, Edmund White (Introduction)",3.84,23260,English,"Classics, Fiction, 19th Century, Victorian, British Literature, Historical Fiction, Literature, Novels, Romance, Jewish",Paperback,nan,796,Modern Library,2002,4.170000076293945,037576013X
goodreads_6247,Tangled Webs,Anne Bishop,4.05,11820,English,"Fantasy, Romance, Fiction, Magic, Dark Fantasy, High Fantasy, Science Fiction Fantasy, Paranormal, Witches, Epic Fantasy",Hardcover,First Edition,368,Roc,2008,1.6399999856948853,0451461606
goodreads_30727,Classics on Infinite Earths: The Justice League and DC Crossover Canon,"Julian Darius (Goodreads Author), Kevin Colden (Cover)",4.19,21,English,"Comics, Pop Culture",Paperback,nan,428,Sequart Organization,2015,23.299999237060547,194058910X
goodreads_7570,Existentialism is a Humanism,"Jean-Paul Sartre, Arlette Elkaïm-Sartre (Preface), Annie Cohen-Solal (Introduction), Carol Macomber (Translator)",3.98,24019,English,"Philosophy, Nonfiction, France, Classics, Essays, French Literature, 20th Century, Theory, School, Nobel Prize",Paperback,nan,108,Yale University Press,2007,4.25,0300115466
goodreads_14052,A Lasting Impression,Tamera Alexander (Goodreads Author),4.21,6052,English,"Historical Fiction, Christian Fiction, Romance, Historical, Christian, Historical Romance, Fiction, Christian Romance, Christian Historical Fiction, Inspirational",Paperback,nan,432,Bethany House Publishers (Baker Publishing Group),2011,12.539999961853027,0764206222
goodreads_25885,The Darkest Room,Johan Theorin,3.86,5212,English,"Mystery, Crime, Thriller, Fiction, Scandinavian Literature, Sweden, Swedish Literature, Horror, Nordic Noir, Suspense",Paperback,nan,480,Black Swan,2010,3.3499999046325684,0552774618
goodreads_30868,De stille kracht,Louis Couperus,3.56,2154,Dutch,"Literature, Dutch Literature, Classics, Fiction, Historical Fiction, School, Novels, Asia, Roman, 20th Century",Hardcover,Volledige werken Louis Couperus 17,270,Veen,1989,,9020426036
goodreads_16847,What the Living Do: Poems,Marie Howe,4.32,3698,English,"Poetry, Death, Nonfiction, Contemporary, Writing, Queer, Adult, Womens, LGBT, Literature",Paperback,nan,91,W. W. Norton,1999,11.630000114440918,0393318869
goodreads_29254,Pick Me Up,Zoe Rice,3.56,461,nan,"Chick Lit, Romance, Contemporary Romance, Fiction",Paperback,nan,320,Little Black Dress,2007,3.119999885559082,0755339525
goodreads_21629,Cosmopolitanism and the Geographies of Freedom,David Harvey,4.08,38,English,"Philosophy, Politics, Nonfiction, Geography, Theory",Hardcover,nan,339,Columbia University Press,2009,11.25,0231148461
goodreads_42792,When Helping Hurts: How to Alleviate Poverty without Hurting the Poor...and Yourself,"Steve Corbett, Brian Fikkert, John M. Perkins (Foreword)",4.25,10489,English,"Nonfiction, Christian, Social Justice, Christianity, Theology, Faith, Poverty, Christian Living, Economics, Religion",Paperback,nan,232,Moody Publishers,2009,5.639999866485596,0802457053
goodreads_24849,"The Autobiography of Medgar Evers: A Hero's Life and Legacy Revealed Through his Writings, Letters, and Speeches","Myrlie Evers-Williams (Editor), Manning Marable",4.12,75,English,"Nonfiction, History, African American, Biography, Race, Memoir, Autobiography",Hardcover,nan,400,Civitas Books,2005,7.460000038146973,0465021778
goodreads_4296,Twelve Sharp,Janet Evanovich (Goodreads Author),4.15,89499,English,"Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Comedy, Mystery Thriller, Contemporary, Adult",Hardcover,1st Edition,310,St. Martin's Press,2006,2.859999895095825,0312349483
goodreads_17323,All Alone in the Universe,Lynne Rae Perkins,3.7,728,English,"Young Adult, Realistic Fiction, Middle Grade, Fiction, Childrens, Coming Of Age, Juvenile, Contemporary, Historical Fiction, Teen",Paperback,nan,224,Greenwillow Books,2007,4.579999923706055,0380733021
goodreads_30270,The Core,Peter V. Brett (Goodreads Author),4.17,19971,English,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Magic, Audiobook, Demons, Adventure, Dark Fantasy, Epic",Hardcover,nan,781,Del Rey,2017,9.869999885559082,0345531507
goodreads_52372,See Jane Score,Rachel Gibson (Goodreads Author),4.04,24431,English,"Romance, Contemporary Romance, Contemporary, Sports, Sports Romance, Chick Lit, Hockey, Adult, Fiction, Humor",Mass Market Paperback,nan,363,Avon,2003,4.389999866485596,0060009241
goodreads_14717,Dreaming Awake,Gwen Hayes,3.96,5202,English,"Young Adult, Paranormal, Demons, Fantasy, Romance, Paranormal Romance, Supernatural, Mythology, Magic, Urban Fantasy",Paperback,nan,336,NAL Trade,2012,3.4100000858306885,0451235541
goodreads_38958,Melocotones helados,Espido Freire,3.16,597,Spanish,"Fiction, Spain, Spanish Literature, Collections, Adult, Drama",Paperback,nan,328,Planeta,2000,3.990000009536743,8408039008
goodreads_21076,Choosing Me Before We: Every Woman's Guide to Life and Love,Christine Arylo (Goodreads Author),4.05,619,nan,"Self Help, Nonfiction, Relationships, Psychology, Personal Development, Business, Feminism",ebook,nan,,New World Library,2010,,1577318455
goodreads_6269,Bridge of Sighs,Richard Russo (Goodreads Author),3.81,20773,English,"Fiction, Contemporary, Literary Fiction, Audiobook, Novels, Literature, Family, Italy, Coming Of Age, Adult Fiction",Hardcover,First Edition,528,Alfred A. Knopf,2007,2.799999952316284,0375414959
goodreads_52166,Strikeforce,Nick James (Goodreads Author),4.04,189,English,"Science Fiction, Young Adult, Dystopia, Steampunk, Post Apocalyptic, Futuristic",Paperback,nan,360,Flux,2013,9.960000038146973,0738736376
goodreads_3955,Then She Was Gone,Lisa Jewell (Goodreads Author),4.03,208605,English,"Mystery, Thriller, Fiction, Mystery Thriller, Audiobook, Suspense, Crime, Adult, Adult Fiction, Psychological Thriller",Hardcover,nan,359,Atria Books,2018,5.96999979019165,1501154648
goodreads_8893,Le Monogramme,Odysseus Elytis,4.75,1768,French,"Poetry, Classics, Greece, Nobel Prize, Literature, Romance, Fiction",Paperback,nan,40,Fata Morgana,1997,,2851944371
goodreads_10814,Peachtree Road,Anne Rivers Siddons,3.91,10794,English,"Fiction, Southern, Historical Fiction, Chick Lit, Romance, Contemporary, Womens Fiction, Drama, Adult Fiction, Historical",Paperback,nan,832,HarperTorch,1998,3.140000104904175,0061097233
goodreads_10797,Suffer the Little Children,Donna Leon,3.79,4981,English,"Mystery, Fiction, Italy, Crime, Mystery Thriller, Thriller, Detective, Audiobook, Contemporary, Police",Hardcover,nan,264,Atlantic Monthly Press,2007,3.299999952316284,087113960X
goodreads_9339,What Do People Do All Day?,Richard Scarry,4.26,11928,English,"Picture Books, Childrens, Fiction, Animals, Classics, Kids, Young Adult, American, Juvenile, School",Hardcover,Abridged edition,64,Random House,1979,2.9200000762939453,0394818237
goodreads_45357,"Ma, He Sold Me for a Few Cigarettes",Martha Long,4.2,2004,English,"Nonfiction, Memoir, Biography, Autobiography, Ireland, Abuse, Irish Literature, Survival, True Story, Biography Memoir",Paperback,nan,480,Mainstream Publishing,2007,2.7699999809265137,1845962796
goodreads_36923,Намедни. Наша эра. 1981-1990,Леонид Парфёнов,4.63,30,Russian,"Nonfiction, History",Hardcover,nan,288,"АСТ, Corpus",2019,49.459999084472656,5171129770
goodreads_38918,Laskar Pelangi: The Phenomenon,Asrori S. Karni,3.32,88,Indonesian,"Nonfiction, Indonesian Literature",Paperback,nan,263,Hikmah (PT Mizan Publika),2008,,9791142270
goodreads_38548,Crankenstein,"Samantha Berger (Goodreads Author), Dan Santat (Goodreads Author) (Illustrator)",3.99,2457,English,"Picture Books, Childrens, Humor, Halloween, Fiction, Storytime, Monsters, Emotion, Juvenile, School",Hardcover,nan,40,"Little, Brown and Company",2013,8.260000228881836,031612656X
