id,title,author,publish_year,publisher,isbn_clean
amazon_145470,BONES OF THE PAST,Holly Lisle,1993,Baen,0671721607
amazon_10853,Jude the Obscure (English Library),Thomas Hardy,1998,Penguin USA (Paper),0140431314
amazon_56857,Lonely Planet Texas (Lonely Planet Texas),Julie Fanselow,2002,Lonely Planet Publications,1864503750
amazon_52131,STILL WATER : STILL WATER,Sally Gunning,1995,Pocket,0671871382
amazon_15929,"Her Secret His Child (Harlequin Superromance, 836)",Tara Taylor Quinn,1999,Harlequin,037370836X
amazon_255276,Dreamscapes: Swamp Secrets,Carla Cassidy,2002,Silhouette,0373511795
amazon_206501,The Holy Grail,Norma L. Goodrich,1993,Perennial,0060922044
amazon_24387,"Tea Time/Tradition, Presentation, and Recipes (Running Press Miniature Editions)",M. Dalton King,1992,Running Press Book Publishers,1561381527
amazon_70718,The Berenstain Bears and the Great Ant Attack (Berenstain Bears Big Chapter Books),Stan Berenstain,2000,Random House Children's Books,0679889507
amazon_65091,Poltergeist II: The Other Side,James Kahn,1986,Ballantine Books,0345333829
amazon_177967,Cafe Nevo,Barbara Rogan,1988,Penguin USA,0452261414
amazon_263348,Day of the Delphi,Jon Land,1993,Tor Books,0812534344
amazon_242380,Devotions for Morning and Evening With Mrs. Charles E. Cowman: The Complete Daily Devotions of Streams in the Desert and Springs in the Valley,"Charles E., Mrs Cowman",1999,World Publishing,0884862496
amazon_168614,More Dykes to Watch Out for (Dykes to Watch Out for),Alison Bechdel,1988,Firebrand Books,0932379451
amazon_59629,Eliot's Banana,Heather Swain,2003,Downtown Press,0743464877
amazon_92789,"Three Complete Novels: Lights, Laughter and a Lady/Love in the Moon/Bride to the King",Barbara Cartland,1994,Wings,0517119285
amazon_47424,Two Texas Hearts,Jodi Thomas,1997,Jove Books,0515120995
amazon_58008,"Eat, Drink, &amp; Be Merry : America's Doctor Tells You Why the Health Experts Are Wrong",Dean Edell,2000,Perennial Currents,0061096970
amazon_258963,"Misfit Match (Harlequin Regency Romance, No 13)",Sydney Ann Clary,1989,Harlequin,0373311133
amazon_44981,The Seven Steps to Nirvana: Strategic Insights into eBusiness Transformation,Mohanbir S. Sawhney,2001,McGraw-Hill Trade,0071375228
amazon_194298,Time Station Paris (Vno 2),David Evans,1997,Ace Books,0441004415
amazon_151159,Alternative Housebuilding,Mike Mcclintock,1989,Sterling Publishing,0806969954
amazon_262743,His Brother's Child,Pat Ballard,2001,Writers Club Press,0595209017
amazon_165645,"Lying About Hitler: History, Holocaust, and the David Irving Trial",Richard J. Evans,2002,Basic Books,0465021530
amazon_122431,"World War 1 Flying Ace (Time Machine, No 24)",Richard Mueller,1988,Starfire,0553272314
amazon_10706,Ethics of World Religions (Opposing Viewpoints (Paperback)),Arnold D. Hunt,1991,Greenhaven Press,0899088236
amazon_10616,I Know This Much Is True (Oprah's Book Club),Wally Lamb,1998,Regan Books,0060391626
amazon_147652,Japan Diaries a Travel Memoir,Joan Murray,1999,McArthur &amp; Company,1552780929
amazon_2865,ANGELA'S ASHES,Frank Mccourt,1996,Scribner,0684874350
amazon_24578,Blue Knight,Joseph Wambaugh,1973,Dell,0440106079
amazon_87620,World of Villages,Brian M. Schwartz,1986,Random House Value Publishing,0517558157
amazon_209960,Other People'S Houses,Susan R. Cooper,1992,Worldwide Library,0373261128
amazon_142773,Merlin: The Shooting Script (Newmarket Shooting Script Series Book),Edward Khmara,1998,Newmarket Press,1557043663
amazon_264947,The Book of Revelation: A Catholic Interpretation of the Apocalypse,John Tickle,1983,Liguori Pubns,0892431954
amazon_106977,Armageddon the Musical,Robert Rankin,1991,"Acacia Press, Inc.",0552136816
amazon_134167,Kenneth Jay Lane : Faking It,Harrice Simons Miller,1996,Harry N Abrams,0810935791
amazon_171937,Kings Must Die,Mary Renault,1981,Bantam Books,0553207067
amazon_225754,"The Wildcats of Exeter: Volume VIII of the Domesday Books (Marston, Edward. Domesday Books, V. 8,)",Edward Marston,2001,Thomas Dunne Books,0312253559
amazon_238964,The Warden (Oxford World's Classics),Anthony Trollope,1998,Oxford University Press,0192834088
amazon_104544,So That's What They're for: Breastfeeding Basics,Janet Tamaro,1998,Adams Media Corporation,1580620418
amazon_242761,I'll Think About That Tomorrow,Evelyn Keyes,1991,Penguin USA,0525249699
amazon_84894,Lo's Diary,Pia Pera,2001,Foxrock Books,0964374021
amazon_109559,"Touch Of Aphrodite (Postcards From Europe) (Harlequin Presents No, 1684)",Joanna Mansell,1994,Harlequin,0373116845
amazon_50721,A Touch of Class (Zebra Regency Romance),Lydia Trusz,1997,Zebra Books,0821756486
amazon_123215,The Nation's Favourite Poems,Griff Rhys Jones,1998,BBC Consumer Publishing,0563384875
amazon_82984,The Lady Chapel : Devilish Deception And Unholy Murder Put Owen Archer On A Bloody Trail Through The Cloisters. (An Owen Archer Mystery),Candace Robb,1995,St. Martin's Paperbacks,0312954603
amazon_211001,LURE OF FALCON,Gerald Summers,1973,Simon &amp; Schuster,0671215779
amazon_139111,"The Inwo Book: Being a Compendium of Lore, Lies, Damned Lies and Statistics Concerning the New World Order of the Illuminated Masters",Steve Jackson,1995,Steve Jackson Games,155634306X
amazon_5993,The Rambunctious Lady Royston,Kasey Michaels,1983,Avon Books,038081448X
amazon_69808,Aron Abrahamsen: On Wings of Spirit,Aron Abrahamsen,1993,A.R.E. Press (Association of Research &amp; Enlig,0876042981
amazon_85690,The Other Assassin,Bill Sloan,1992,S.P.I. Books,156171156X
amazon_242383,Human Antiquity,Kenneth L. Feder,1996,McGraw-Hill Humanities/Social Sciences/Languages,1559346841
amazon_251130,Looove ( Love) never dies.,Enrico Remmert,2000,Goldmann,3442445450
amazon_159327,The Lost Child,M. Jaeger,1983,Zondervan,0310458110
amazon_231523,Second Chances (Love Inspired (Numbered)),Geoff Hansen,2001,Steeple Hill,0373871465
amazon_167306,Slow River,Nicola Griffith,1995,Del Rey Books,0345391659
amazon_222049,The word book II: Based on the new American heritage dictionary,Kaethe Ellis,1983,Houghton Mifflin,0395340284
amazon_95629,Hope in a Jar: The Making of America's Beauty Culture,Kathy Peiss,1999,Owl Books (NY),0805055517
amazon_270094,More Than Memory,Dorothy Garlock,2001,Warner Books,0739414747
amazon_138476,Dinofours:  It's Fall!,Steve Metzger,2000,Scholastic,0439179580
amazon_211359,Banshee,Dan Barton,1988,Worldwide Library,0373970757
amazon_110695,The Fatal Shore: The Epic of Australia's Founding,Robert Hughes,1988,Vintage Books USA,0394753666
amazon_209288,The Courage to Be Yourself,Louise Hart,1997,Fine Communications,156731192X
amazon_124746,Death of Artemio Cruz,Carlos Fuentes,1984,Farrar Straus Giroux,0374505403
amazon_238541,"A Halloween How-To: Costumes, Parties, Decorations, and Destinations",Lesley Pratt Bannatyne,2001,Pelican Publishing Company,1565547748
amazon_91656,The Berenstain Bears and the Missing Dinosaur Bone (Beginner Books),Stan Berenstain,1980,Random House Books for Young Readers,0394844475
amazon_30252,Skeleton Crew,Stephen King,1985,Putnam Pub Group,039913039X
amazon_141435,A Home for Little Turtle (Little Animal Adventures),Ariane Chottin,1992,Simon &amp; Schuster Merchandise &amp;,0895774208
amazon_20130,The Book of the Dead,John Skipp,1991,Bantam Books,055327998X
amazon_128368,"Mackenzies: Cole, The (Mackenzies)",Ana Leigh,2002,Avon,0380820099
amazon_28582,Ascending,James Alan Gardner,2001,Eos,0380813297
amazon_128131,My Dearest Cecelia: A Novel of the Southern Belle Who Stole General Sherman's Heart,Diane Haeger,2003,St. Martin's Press,0312282001
amazon_199869,"The Great Puke-Off (Pollari, Pat. Barf-O-Rama, No. 1.)",Pat Pollari,1996,Skylark Books,0553484060
amazon_155842,Water babies (A Little golden book),Gina Ingoglia,1990,Western Pub. Co,0307021785
amazon_216987,Monday the Rabbi Took Off,Harry Kemelman,2002,I Books,0743452712
amazon_270423,I saw it in The Budget,Elmer S Yoder,1990,Diakonia Ministries,1878688006
amazon_18892,Dreamland,Kevin Baker,2000,HarperTorch,0060931213
amazon_170339,The Unprofessionals : A Novel,Julie Hecht,2003,Random House,1400061741
amazon_59340,Triathlon: A Triple Fitness Sport,Sally Edwards,1983,McGraw-Hill,0809255553
amazon_120086,The Barn Burner,Patricia Willis,2002,Apple Paperbacks (Scholastic),0439305284
amazon_108659,"The Final Reflection (Star Trek, No 16)",John M. Ford,1999,Star Trek,0671038532
amazon_256540,"The Mensa Book of Words, Word Games, Puzzles &amp; Oddities",Abbie F. Salny,1988,Perennial,0060962089
amazon_140418,Philip Pullman's His Dark Materials Trilogy: A Reader's Guide (Continum Contemporaries),Claire Squires,2003,Continuum International Publishing Group,0826414796
amazon_144547,"Among the Gods: A Novel (Chronicles of the Kings/Lynn N. Austin, Bk 5)",Lynn N. Austin,1998,Beacon Hill Press,0834117339
amazon_106363,Star Trek: Phase II : The Making of the Lost Series,Judith Reeves-Stevens,1997,Star Trek,0671568396
amazon_174911,Better Homes and Gardens Patchwork and Quilting (Better homes and gardens books),Not Applicable (Na ),1977,Meredith Books,0696001756
amazon_148417,Fortress of Chairs,Elisabeth Harvor,1992,Vihicule Press,1550650246
amazon_72831,Three Essays on the Theory of Sexuality (Basic Books Classics),Sigmund Freud,2000,Basic Books,0465097081
amazon_248180,"Arthur, Clean Your Room! (Step-Into-Reading, Step 3)",Marc Brown,1999,Random House Books for Young Readers,067988467X
amazon_85183,The Orange Fairy Book,Andrew Lang,1968,Dover Publications,0486219097
amazon_18436,A.K.A. Jane,Maureen Tan,1999,Warner Books,0446606677
amazon_78950,Stowaway,Karen Hesse,2002,Aladdin,0689839898
amazon_53042,The Gentle Pirate (Candlelight Ecstasy Romance),Jayne Castle,1986,Dell Publishing Company,0440129818
amazon_81381,QuickBooks 2000 for Dummies,Stephen L.  Nelson,2000,For Dummies,076450665X
amazon_192140,From Now on,Ralph Shallis,1978,Authentic Lifestyle,090384317X
amazon_154271,The Ladies' Oracle,Cornelius Agrippa,1983,Farrar Straus &amp; Giroux,0374182639
amazon_242581,Dreitausendeins ( 3001). Die letzte Odyssee.,Arthur C. Clarke,1999,Heyne,3453136713
amazon_78714,La Esposa Del Dios Del Fuego,Amy Tan,2002,Tusquets,8472234002
amazon_144147,Introduction to the Devout Life,St. Francis De Sales,1972,Image,0385030096
amazon_161841,Health and Happiness,Diane Johnson,1998,Plume Books,0452280001
amazon_32697,My Sister the Moon,Sue Harrison,1995,Avon,0380718367
amazon_153202,Our Landlady,L. Frank Baum,1996,University of Nebraska Press,0803212216
amazon_87020,Lords and Ladies,Terry Pratchett,1996,HarperTorch,0061056928
amazon_241554,"I Shall Live: Surviving Against All Odds, 1939-1945 (A Touchstone book)",Henry Orenstein,1989,Simon &amp; Schuster,0671667823
amazon_20864,The Magic of Ordinary Days,Ann Howard Creel,2001,Viking Books,0670910279
amazon_139312,Old Friends,Tracy Kidder,1994,Houghton Mifflin Company,039571088X
amazon_189107,Teenagers With ADD: A Parents' Guide (The Special-Needs Collection),Chris A. Zeigler Dendy,1995,Woodbine House,0933149697
amazon_79615,Entertaining for Business: A Complete Guide to Creating Special Events With Style and a Personal Touch,Nancy Kahan,1992,Book Sales,0517570807
amazon_263621,"The Diabetes Food and Nutrition Bible : A Complete Guide to Planning, Shopping, Cooking, and Eating",Hope S. Warshaw,2001,McGraw-Hill/Contemporary Distributed Products,158040037X
amazon_250143,Il Dio Del Fiume,Wilbur Smith,2002,Tascabili degli Editori Associati (TEA),8878188751
amazon_180633,The Prayer of Jabez for Kids,Bruce H. Wilkinson,2001,Thomas Nelson,0849979447
amazon_81491,Moving the Hand of God,John Avanzini,1990,Harrison House Inc,0892748613
amazon_187611,The Souvenir: A Daughter Discovers Her Father's War,Louise Steinman,2002,Plume Books,0452283655
amazon_107513,"The Vampire in Literature: A Critical Bibliography (Studies in Speculative Fiction, No 21)",Margaret L. Carter,1989,Umi Research Pr,0835719987
amazon_21235,The Town House,Norah Robinson Lofts,1959,Amereon Limited,0891902309
amazon_68301,Carryin' on: And Other Strange Things Southerners Do,R. Scott Brunner,2001,Villard Books,0375502564
amazon_192988,I Didn't Ask to Be in This Family: Sibling Relationships and How They Shape Adult Behavior and Dependencies,Abraham J. Twerski,1992,St Martins Pr,0886876893
amazon_30788,"Long, Lean, and Lethal",Heather Graham,2000,New American Library,0451409159
amazon_183453,True Joy: The Wisdom of Francis and Clare,Francis,1996,Paulist Press,0809136724
amazon_262742,Calliope's Mousepad: Women Writers Online,Sarah Mankowski,2001,Writers Club Press,0595207812
amazon_132607,Better Homes and Gardens America's Heritage Quilts,Better Homes And Gardens,1991,Meredith Books,0696019051
amazon_12758,Animal Farm: A Fairy Story,George Orwell,1996,Harcourt,0151002177
amazon_79611,"If I Were a Man, I'd Marry Me",P. S. Wall,1999,Ballantine Books,0345430328
amazon_13628,With the Flow: And M. Bougran's Retirement,Joris-Karl Huysmans,2003,Hesperus Press,1843910500
amazon_36973,Miss Julia Takes over,Ann B. Ross,2001,Viking Books,0670910260
amazon_238105,Living History,Hillary Rodham Clinton,2003,Simon &amp; Schuster Audio,0743528344
amazon_86807,The Nexus (Spectra Special Editions),Mike Mcquay,1989,Bantam Books,055328178X
amazon_66461,Jaguar,Loup Durand,1991,Random House Inc,0394588258
amazon_25500,The Oxford Book of Victorian Ghost Stories,Michael Cox,2003,Oxford University Press,0192804472
amazon_155960,"Silver Star (Seals: The Warrior Breed, Book 1)",H. Jay Riker,1993,Avon,0380769670
amazon_192378,Sailing Alone Around the World (Konemann Classics),Joshua Slocum,1999,Konemann,3895084557
amazon_179134,The Dog Hermit,David Stout,1993,Warner Books Inc,0892965037
amazon_184973,Love Unspoken (Harlequin Presents),Carole Mortimer,1983,Harlequin,037310636X
amazon_158496,"Sleuth (Playscript, 46)",Anthony Shaffer,1985,Marion Boyars Publishers,0714507636
amazon_59069,Control Theory in the Classroom,William Glasser,1986,Harpercollins,006096085X
amazon_242840,"So Little Time (Mail Order Bride, Book 9)",Al Lacy,2002,Multnomah,1576738981
amazon_190027,The Lord looketh on the heart,Max H Molgard,1998,Bookcraft,1570084386
amazon_46607,Free Speech for Me--But Not for Thee: How the American Left and Right Relentlessly Censor Each Other,Nat Hentoff,1993,Harpercollins,0060995106
amazon_268205,Back Roads of Washington: 74 Trips on Washington's Scenic Byways,Earl Thollander,1992,Pub Group West,0912365560
amazon_19173,Dead Lagoon: An Aurelio Zen Mystery (Vintage Crime/Black Lizard),Michael Dibdin,1996,Vintage Books USA,0679753117
amazon_104256,"Rules Of Engagement (Temptation, 793)",Jamie Denton,2000,Harlequin,0373258933
amazon_239892,An ABC of Enlightenment: A Spiritual Dictionary for the Here and Now,Osho,2003,Element Books,0007161484
amazon_81089,The Divorce Culture,Barbara Dafoe Whitehead,1997,Random House Inc,0679432302
amazon_66964,"Life, the Universe and Everything",Douglas Adams,1999,Bt Bound,0808522140
amazon_191087,Deep in the Forest (Picture Puffins),Brinton Turkle,1987,Puffin Books,0140547452
amazon_85852,The Ten Secrets of Abundant Love: A Modern Parable of Wisdom of Happiness That Will Change Your Life,Adam J. Jackson,1996,Harper Mass Market Paperbacks (Mm),0061044229
amazon_215498,Rough Music (Ballantine Reader's Circle),Patrick Gale,2002,Ballantine Books,0345442377
amazon_117313,Inside Microsoft SQL Server 7.0,Ron Soukup,1999,Microsoft Press,0735605173
amazon_35015,Also... Kolumnen 4 aus Brigitte.,Elke Heidenreich,1999,Rowohlt Tb.,3499224917
amazon_144119,Oxford Children's Dictionary,John Weston,2003,Oxford University Press,0199111219
amazon_197952,B C Life 175 Cent PB,Hart,1981,Not Avail,0449136868
amazon_98860,Narcissism and Intimacy: Love and Marriage in an Age of Confusion,Marion Solomon,1992,W. W. Norton &amp; Company,0393309169
amazon_68763,"Salamandastron (Redwall, Book 5)",Brian Jacques,1993,Philomel Books,0399219927
amazon_122075,Unpunished: A Mystery,Charlotte Perkins Gilman,1997,Feminist Press,1558611703
amazon_60739,"The Alien (Animorphs, No 8)",Katherine Applegate,1997,Scholastic,0590997289
amazon_135556,"MYSTERY OF THE MISSING MILLIONAIRESS (NANCY DREW 101) : MYSTERY OF THE MISSING MILLIONAIRESS (Nancy Drew Mystery Stories, No. 101)",Carolyn Keene,1991,Aladdin,0671692879
amazon_205127,The Midnight Man (Amos Walker Mysteries (Paperback)),Loren D. Estleman,2000,I Books,074340002X
amazon_87965,"How to Become Popular Without Losing Your Mind (Genny in a Bottle, 1)",Kristen Kemp,2002,Apple,0439211786
amazon_150309,The Question of Bruno,Aleksandar Hemon,2000,Doubleday Books,038549923X
amazon_18379,Faceless Killers,Henning Mankell,2000,Trafalgar Square,186046808X
amazon_56555,Maiden of Inverness,Arnette Lamb,1995,Pocket,0671882201
amazon_129108,White Widow,Jim Lehrer,1997,Random House Inc,0679452362
amazon_66229,Secrets of the Vine for Kids,Bruce Wilkinson,2002,Tommy Nelson,1400300533
amazon_228714,Hummingbird House,Patricia Henley,1999,MacAdam/Cage Publishing,1878448870
amazon_66723,Outgrowing the Pain: A Book for and About Adults Abused As Children,Eliana Gil,1988,Dell Publishing Company,0440500060
amazon_63675,Colony Girl,Thomas Rayfiel,1999,Farrar Straus &amp; Giroux,0374126445
amazon_134564,CRAZY SALAD PLUS 9,Nora Ephron,1984,Pocket,067150715X
amazon_156730,The Art of War: Sunzi Bing Fa,Sunzi,2003,Barnes &amp; Noble Books-Imports,1566192978
amazon_39136,The dancing healers: A doctor's journey of healing with native Americans,Carl A Hammerschlag,1988,Harper &amp; Row,0062503944
amazon_268561,Laugh Again: Philippians,Charles R. Swindoll,1998,Insight for Living,1579721834
amazon_146460,365 Goddess : A Daily Guide to the Magic and Inspiration of the Goddess,Patricia Telesco,1998,HarperSanFrancisco,0062515683
amazon_264118,"Core Java 2, Volume I: Fundamentals (6th Edition)",Cay Horstmann,2002,Prentice Hall PTR,0130471771
amazon_2138,"Sullivan'S Woman #22 (Nora Roberts : Language of Love, on 22)",Nora Roberts,1992,Silhouette,0373510225
amazon_171850,Star Tales,Ian Ridpath,1988,Universe Books,0876636946
amazon_267587,Bugles and a Tiger: A Personal Adventure,John Masters,1956,Penguin Books Ltd,0718100336
amazon_169666,Quantum Leap: Obsessions (Quantum Leap),Carol Davis,1997,Berkley Publishing Group,1572972416
amazon_17442,The Diary of Mattie Spenser,Sandra Dallas,1998,St. Martin's Griffin,0312187106
amazon_17538,Twelve baskets of crumbs,Elisabeth Elliot,1976,Christian Herald House,0915684012
amazon_26883,Rubyfruit Jungle,Rita Mae Brown,1999,Bantam Books,0553238132
amazon_160095,How to really love your child,Ross Campbell,1977,Victor Books,0882077511
amazon_111940,Alice in Wonderland (Puffin Classics),Lewis Carroll,1984,Puffin Books,0140350381
amazon_244410,Hypoglycemia: A Better Approach,Paavo Airola,1977,Health Plus Pub,093209001X
amazon_179455,"PHP and MySQL Web Development, Second Edition",Luke Welling,2003,SAMS,067232525X
amazon_178908,La Musica y Yo (ColecciÃ³n Visor de poesÃ­a),Angel Gonzalez,2002,Visor Libros,847522945X
amazon_254162,For the Love of Money : A Novel,Omar Tyree,2000,Simon &amp; Schuster,0684872919
amazon_242182,"Tarot: Mirror of the Soul (Gift Set, Handbook and Cards)",Gerd Ziegler,1989,U.S. Games Systems,0880793228
amazon_40579,Warrior's Apprentice,Lois Mcmaster Bujold,1991,Baen,067172066X
amazon_233768,"Gilliane (The Roselynde Chronicles, Book 4)",Roberta Gellis,1984,Berkley Pub Group (Mm),0515076317
amazon_152598,The Day We Walked on the Moon,George Sullivan,1992,Scholastic Paperbacks (T),0590455877
amazon_244376,A Very Special Kwanzaa,Debbi Chocolate,1996,Scholastic,0590848623
amazon_228335,"Southern Comfort (Silhouette Desire, No 467)",Sara Chance,1988,Silhouette,037305467X
amazon_78160,By Reason of Insanity,James Neal Harvey,1992,St Martins Pr,0312925336
amazon_106553,"Two Princesses (Step-Into-Reading, Step 2)",Bill Gordh,2000,Random House Books for Young Readers,0307262065
amazon_80875,Gentlemen of Adventure,Ernest Kellogg Gann,1984,New Amer Library (Mm),0451132653
amazon_29136,Under Cover of Darkness,James Grippando,2001,Avon Books,0061097470
amazon_240743,"The Second World War, Volume 6: Triumph and Tragedy",Winston S. Churchill,1986,Mariner Books,0395410606
amazon_166704,Jackaroo (Point Signature),Cynthia Voigt,1995,Scholastic,0590485954
amazon_4552,Sweet Nothings,Catherine Anderson,2002,Onyx Books,0451410157
amazon_191017,Selling to the Affluent,Thomas J. Stanley,1997,McGraw-Hill Trade,0070610495
amazon_209916,Betty Crocker's Microwave Cookbook,Betty Crocker,1981,Random House Inc,0394517644
amazon_538,Unattainable Earth,Czeslaw Milosz,1987,Ecco Press,0880011025
amazon_138776,In the Company of Angels,N.M.Kelby,2001,Little Brown &amp; Company,0786866667
amazon_49191,Foundation and Earth,Isaac Asimov,1987,Harper Collins - UK,0586071105
amazon_166856,Cuentos De LA Selva,Horacio Quiroga,1987,Ediciones Colihue,950581075X
amazon_235265,"Lila's Little Sister (The Unicorn Club, No 4)",Francine Pascal,1994,Sweet Valley,0553482149
amazon_201371,Riverrun Trilogy,S. P. Somtow,1996,Doubleday Books,1568651945
amazon_166327,The Japanese Negotiator: Subtlety and Strategy Beyond Western Logic,Robert M. March,1991,Kodansha International (JPN),4770014627
amazon_270621,"The Importance of Being Lazy: In Praise of Play, Leisure, and Vacation",Al Gini,2003,Routledge,0415938791
amazon_70794,"Anything For Her Marriage (Expectantly Yours) (Intimate Moments, 1006)",Karen Templeton,2000,Silhouette,0373270763
amazon_18082,A Night in the Netherhells,Craig Gardner,1987,Ace Books,0441023142
amazon_111445,"Blood meridian, or, The evening redness in the West",Cormac Mccarthy,1986,Ecco Press,0880010924
amazon_176605,Temples of Delight,Barbara Trapido,1993,Grove Press,0802133223
amazon_177694,The Profit System (Pelican S.),Francis Green,1987,Penguin Books Ltd,0140227164
amazon_224615,The Y Chromosome,Leona Gom,1993,Sumach Press,0929005163
amazon_178095,Phantom Stallion #9: Gift Horse (Phantom Stallion),Terri Farley,2003,Avon,0060561572
amazon_106431,Bonaparte's Sons,Richard Howard,2000,Trafalgar Square,0751518115
amazon_22959,The Regatta Mystery and Other Stories,Agatha Christie,1996,Berkley Publishing Group,0425100413
amazon_57373,"Practical Parenting Problem Solvers: Breastfeeding (\Practical Parenting\"" Problem Solvers S.)""",Felicity Tucker,1999,Pan Books - Macmillan UK,0330370480
amazon_125758,Undead and Unemployed (Berkley Sensation),Mary Janice Davidson,2004,Berkley Publishing Group,0425197484
amazon_222870,Celtic Myths and Legends,T. W. Rolleston,1990,Dover Publications,0486265072
amazon_51924,Die Zwei Turme II,J. R. R. Tolkien,2001,Distribooks,3608935428
amazon_234224,Peace Breaks Out,John Knowles,1981,Henry Holt &amp; Co,0030569087
amazon_56177,Mrs. Fytton's Country Life,Mavis Cheek,2001,St. Martin's Press,0312283342
amazon_25982,A Dry Spell,Susie Moloney,1998,Island,0440223458
amazon_215273,VIVIEN LEIGH BIO,Anne Edwards,1977,Simon &amp; Schuster,0671224964
amazon_195044,Private Pilot FAA Written Exam,Irvin N. Gleim,2000,Gleim Pubns,1581941285
amazon_112935,Illustrated Word Smart : A Visual Vocabulary Builder (Princeton Review Series),Tom Meltzer,1999,Princeton Review,0375751890
amazon_9595,Runaways: America's Lost Youth,Maryanne Raphael,2000,Backinprint.com,0595149782
amazon_32653,Misconception,Robert Shapiro,2002,Avon,0380733234
amazon_230851,The Lizard King: The Essential Jim Morrison,Jerry Hopkins,1992,Simon &amp; Schuster,0684195240
amazon_30013,Mrs. De Winter : The Sequel to Daphne du Maurier's Rebecca,Susan Hill,1993,Audio Renaissance,1559272503
amazon_175415,Ground Zero,Bonnie Ramthun,1999,Putnam Pub Group,0399145095
amazon_169860,A World Beyond: A Startling Message from the Eminent Psychic Arthur Ford from Beyond the Grave,Ruth Montgomery,1989,Fawcett Books,044920832X
amazon_178774,"The darkroom handbook: A complete guide to the best design, construction, and equipment",Dennis P Curtin,1979,Curtin &amp; London,0930764064
amazon_246951,Everest : Summit of Achievement,Broughton Coburn,1997,National Geographic,0792270142
amazon_176882,Trouble Follows Me,Ross Macdonald,1983,Bantam Books,0553235168
amazon_71342,Ella of All-Of-A-Kind Family (All-Of-A-Kind Family (Paperback)),Sydney Taylor,2000,Taylor Productions,0929093054
amazon_118828,Lady Cottington's Pressed Fairy Book,Terry Jones,1994,Turner Pub,1570360626
amazon_103249,Touch of Heaven,Michelle Brandon,1992,Diamond/Charter,1557737363
amazon_153592,"Mother Of His Son (Silhouette Special Editions, No 1095)",Janis Reams Hudson,1997,Harlequin,0373240953
amazon_40851,Payment in Blood,Elizabeth George,1989,Bantam Dell Pub Group,0553057014
amazon_141747,Anatomy of a Murder (Cinema Classics),Robert Traver,2000,Random House Value Pub,0517204452
amazon_77659,Infinity,Maggie Shayne,1999,Jove Books,0515126101
amazon_221065,First Ladies: Women Who Called the White House Home,Beatrice Gormley,1997,Scholastic Paperbacks,0590255185
amazon_232421,The Incredible Hulk: Abominations (Marvel Comics),Jason Henderson,1997,Berkley Publishing Group,1572972734
amazon_81493,Nicola and the Viscount (An Avon True Romance),Meg Cabot,2002,Avon,0060005521
amazon_155357,Systems Architecting,Eberhardt Rechtin,1990,Prentice Hall,0138803455
amazon_208407,Three Roads to Quantum Gravity,Lee Smolin,2001,Basic Books,0465078354
amazon_52404,Dawn's Early Light,Elswyth Thane,1996,Buccaneer Books,1568494750
amazon_230640,Poor Stainless: A New Story About the Borrowers,Mary Norton,1985,Harcourt Inc,0152632212
amazon_107814,The Compleat Crow,Brian Lumley,1987,W Paul Ganley Pub,0932445217
amazon_121558,The Swan Maiden,Susan King,2001,Signet Book,0451202139
amazon_69851,Love Must Be Tough: New Hope for Families in Crisis,James C. Dobson,1983,Thomas Nelson Inc,0849903483
amazon_114026,How to Keep Your Teenager Out of Trouble and What to Do If You Can't,Neil I. Bernstein,2001,Workman Publishing,0761115706
amazon_168258,The History of Farting,Benjamin Bart,1995,Trans-Atlantic Publications,1854797549
amazon_164555,The Complete Book of Magical Names (Llewellyn's Modern Witchcraft Series),Phoenix Mcfarland,1996,Llewellyn Publications,1567182518
amazon_64658,Inheritance,Author Unknown,1984,Harlequin,0373107102
amazon_184801,Description (Elements of Fiction Writing),Monica Wood,1999,Writer's Digest Books,0898799082
amazon_228475,"Firefly In The Night (Harlequin American Romance, No 238)",Ginger Chambers,1988,Harlequin,0373162383
amazon_7487,Citation: In a Class by Himself,Phil Georgeff,2003,Taylor Trade Publishing,0878332928
amazon_54012,Brain-Building Games: With Words &amp; Numbers (Mostly),Allen D. Bragdon,2003,Walker &amp; Company,0802776841
amazon_158068,The Cut Direct: A Leonidas Witherall Mystery,Phoebe Atwood Taylor,1993,Countryman Press,0881502707
amazon_56253,Wizard's Hall,Jane Yolen,1993,Scholastic Paperbacks (Mm),0590458116
amazon_198734,Rester vivant et autres textes,Michel Houellebecq,2001,J'ai lu,2290313947
amazon_19053,"Jennifer, Hecate, MacBeth, William McKinley and Me, Elizabeth",E.L. Konigsburg,2001,Aladdin,0689846258
amazon_68341,"Laredo's Sassy Sweetheart: Cowboys by the Dozen! (Harlequin American Romance, No 981)",Tina Leonard,2003,Harlequin,0373169817
amazon_135818,High Country,Jason Manning,1993,Signet Book,0451176804
amazon_211021,The Ragged World: A Novel of the Hefn on Earth,Judith Moffett,1992,Del Rey Books,0345375009
amazon_261921,"From Quarks to the Cosmos: Tools of Discovery (Scientific American Library, No 28)",Leon M. Lederman,1989,Scientific American Library,071675052X
amazon_4374,The Evil That Men Do (Buffy the Vampire Slayer),Nancy Holder,2000,Simon Spotlight Entertainment,0671026356
amazon_72903,There Was an Old Lady Who Swallowed a Fly (Classic Books),Pam Adams,2000,Child's Play International Ltd,0859537277
amazon_9007,Cold Comfort Farm,Stella Gibbons,1977,Penguin USA,0140001409
