label,pair,score,bucket,rule,geo_m,sim_name,sim_cat,id_a,id_b,kaggle380k_id_a,uber_eats_id_b,source_a,source_b,name_a,name_b,name_norm_a,name_norm_b,address_line1_a,address_line1_b,street_a,street_b,house_number_a,house_number_b,city_a,city_b,state_a,state_b,postal_code_a,postal_code_b,latitude_a,latitude_b,longitude_a,longitude_b,categories_a,categories_b,phone_e164_a,phone_e164_b,phone_raw_a,phone_raw_b
,df1_vs_df2,0.512505484872667,low,addr_zip_or_citystate,66.6,0.34782608695652173,0.0,kaggle380k-087353,uber_eats-17156,,,kaggle_380k,uber_eats,Nibbana Thai Restaurant,Subway (300 110th Ave NE),nibbana thai restaurant,subway 300 110th ave ne,,,,,,,Bellevue,Bellevue,WA,WA,98004,98004,47.6131533,47.61366,-122.1932928,-122.19282,['Thai restaurant'],['Fast Food' 'Sandwich' 'American'],,,,
,df1_vs_df2,0.45972507235517585,low,geo,72.9,0.2222222222222222,0.0,kaggle380k-339202,uber_eats-62389,,,kaggle_380k,uber_eats,Outback Steakhouse,Chili's (2601 E. Central TX Expressway),outback steakhouse,chili s 2601 e central tx expressway,,,E Central Texas Expy,E. Central Expressway,2701,2601,Killeen,Killeen,TX,TX,76543,76543-5330,31.0876976,31.08786,-97.7107082,-97.71145,"['Steak house' 'American restaurant' 'Australian restaurant' 'Bar'
 'Bar & grill' 'Gluten-free restaurant' 'Takeout restaurant' 'Restaurant']","['American' 'Burgers' 'Salads' 'Family Meals' 'Healthy' 'Comfort Food'
 'Pasta' 'Sandwiches' 'Steak' 'Wings']",,,,
,df1_vs_df2,0.4940492998680702,low,geo,64.9,0.3,0.0,kaggle380k-302012,uber_eats-61272,,,kaggle_380k,uber_eats,Asian Food,Bob's Kabobs (13422 Dessau Road),asian food,bob s kabobs 13422 dessau road,,,Dessau Rd,Dessau Road,13422,13422,Austin,Austin,,TX,,78754,30.4041957,30.40369,-97.6374774,-97.63714,['nan'],['American' 'Burgers' 'Sandwiches'],,,,
,df1_vs_df2,0.44632338270786565,low,addr_zip_or_citystate,112.8,0.22857142857142856,0.0,kaggle380k-145710,uber_eats-31278,,,kaggle_380k,uber_eats,First Watch,Roxberry Juice - St. George,first watch,roxberry juice st george,,,,,,,St. George,St. George,UT,UT,84770,84770,37.126071,37.1252775,-113.6019339,-113.6027259,"['Breakfast restaurant' 'Brunch restaurant' 'Family restaurant'
 'Health food restaurant' 'Lunch restaurant']",['Juice and Smoothies' 'Breakfast and Brunch' 'Vegetarian' 'Healthy'],,,,
,df1_vs_df2,0.48881999844770607,low,geo,50.7,0.2727272727272727,0.0,kaggle380k-292417,uber_eats-54716,,,kaggle_380k,uber_eats,Soto Houston,TRES TACOS,soto houston,tres tacos,,,Westheimer Rd,Westheimer Road,224,212,Houston,Houston,TX,TX,77006,77006,29.7448506,29.74486,-95.3840448,-95.38352,['Japanese restaurant' 'Fine dining restaurant' 'Sushi restaurant'],['Mexican' 'Latin American' 'New Mexican' 'Allergy Friendly' 'Tacos'],,,,
,df1_vs_df2,0.41793252429463285,low,addr_zip_or_citystate,151.2,0.19607843137254902,0.0,kaggle380k-308962,uber_eats-47790,,,kaggle_380k,uber_eats,Shabro Hot Pot Shabu Shabu,Tiger Sugar (Old Denton Rd),shabro hot pot shabu shabu,tiger sugar old denton rd,,,,,,,Carrollton,Carrollton,TX,TX,75007,75007,32.9869078,32.986636,-96.9119289,-96.91034,"['Hot pot restaurant' 'Buffet restaurant' 'Korean restaurant' 'Restaurant'
 'Shabu-shabu restaurant']",['Asian' 'Desserts' 'Juice and Smoothies' 'Bubble Tea'],,,,
,df1_vs_df2,0.4595878969049068,low,geo,73.3,0.2222222222222222,0.0,kaggle380k-142571,uber_eats-17790,,,kaggle_380k,uber_eats,Texas Roadhouse,CM Chicken (Choong Man),texas roadhouse,cm chicken choong man,,,Liberia Ave,Liberia Avenue,9875,9952,Manassas,Manassas,VA,VA,20110,20110,38.7409277,38.741372,-77.4507304,-77.451354,['Steak house' 'American restaurant' 'Restaurant'],['Korean' 'Asian' 'BBQ'],,,,
,df1_vs_df2,0.49155467375490214,low,addr_zip_or_citystate,203.5,0.43243243243243246,0.0,kaggle380k-375569,uber_eats-50497,,,kaggle_380k,uber_eats,Grimaldi's Pizzeria,Kona Grill (El Paso),grimaldi s pizzeria,kona grill el paso,,,,,,,El Paso,El Paso,TX,TX,79925,79925,31.769032,31.7699599,-106.3706399,-106.3724959,['Pizza restaurant' 'Family restaurant' 'Italian restaurant' 'Wine bar'],['New American' 'Family Friendly'],,,,
,df1_vs_df2,0.4342761708226044,low,geo,53.8,0.13953488372093023,0.0,kaggle380k-372676,uber_eats-32456,,,kaggle_380k,uber_eats,Hug Hes Cafe,Del Taco (737 N. Main Street | 1085),hug hes cafe,del taco 737 n main street 1085,,,Main St,N. Main Street,701,737,Layton,Layton,UT,UT,84041,84041,41.0705472,41.0709114,-111.977018,-111.9774413,['New American restaurant' 'Caterer'],['Fast Food' 'Mexican' 'Tacos'],,,,
,df1_vs_df2,0.469721863022939,low,geo,68.1,0.24242424242424243,0.0,kaggle380k-141971,uber_eats-30177,,,kaggle_380k,uber_eats,Itame Grill,Big Sai's Hawaiian BBQ,itame grill,big sai s hawaiian bbq,,,N Hill Field Rd,N Hill Field Rd,2704,2672,Layton,Layton,UT,UT,84041,84041,41.0994915,41.0988808,-111.9728425,-111.9727783,['Restaurant' 'Bar & grill'],['Western' 'Hawaiian'],,,,
,df1_vs_df2,0.4359962402186712,low,geo,100.5,0.19047619047619047,0.0,kaggle380k-306482,uber_eats-04818,,,kaggle_380k,uber_eats,Thai A Kitchen,Walgreens (2950 N Oakland Ave),thai a kitchen,walgreens 2950 n oakland ave,,,N Oakland Ave,N Oakland Ave,2851,2950,Milwaukee,Milwaukee,,WI,,53211,43.0705759,43.071401302658,-87.8880551,-87.88755145767287,['nan'],['Pharmacy' 'Convenience' 'Everyday Essentials' 'Baby'],,,,
,df1_vs_df2,0.4473758469443674,low,geo,67.6,0.18604651162790697,0.0,kaggle380k-158443,uber_eats-48123,,,kaggle_380k,uber_eats,Thai Noodle Wave Carrollton,Coconut Paradise,thai noodle wave carrollton,coconut paradise,,,Old Denton Rd,Old Denton Road,2528,2532,Carrollton,Carrollton,TX,TX,75006,75006,32.9798804,32.97983,-96.9087077,-96.90943,['Thai restaurant'],['Bubble Tea' 'Desserts' 'Chinese'],,,,
,df1_vs_df2,0.4378000136245566,low,geo,83.3,0.17777777777777778,0.0,kaggle380k-256248,uber_eats-32038,,,kaggle_380k,uber_eats,Panda Express,Cold Stone Creamery (1400 N 505 E),panda express,cold stone creamery 1400 n 505 e,,,E 1400 N,East 1400 North,545,505,Logan,Logan,,UT,,84341,41.757784,41.75833,-111.8207728,-111.82146,['nan'],['Ice Cream &amp' 'Frozen Yogurt' 'Desserts'],,,,
,df1_vs_df2,0.5259383065010611,low,geo,55.5,0.37037037037037035,0.0,kaggle380k-324109,uber_eats-31093,,,kaggle_380k,uber_eats,Wing Nutz,New Sun Restaurant,wing nutz,new sun restaurant,,,Kiesel Ave,Washington Boulevard,2332,2327,Ogden,Ogden,UT,UT,84401,84401,41.2240889,41.22425,-111.9712584,-111.97063,['Chicken wings restaurant' 'Barbecue restaurant'],['Thai' 'Asian' 'Sushi'],,,,
,df1_vs_df2,0.4617139209545506,low,geo,74.3,0.22857142857142856,0.0,kaggle380k-098008,uber_eats-04737,,,kaggle_380k,uber_eats,Dotty Dumpling's Dowry,Estacion Inka,dotty dumpling s dowry,estacion inka,,,N Frances St,University Ave,317,616,Madison,Madison,WI,WI,53703,53715,43.0728354,43.0734028,-89.3956735,-89.3961563,['Hamburger restaurant' 'American restaurant' 'Bar' 'Restaurant'],['Peruvian'],,,,
,df1_vs_df2,0.4801400537272699,low,geo,78.7,0.27906976744186046,0.0,kaggle380k-233200,uber_eats-45460,,,kaggle_380k,uber_eats,Chipotle Mexican Grill,Cicis (3366 Turner Plz),chipotle mexican grill,cicis 3366 turner plz,,,S Clack St,Turner Plz,3800,3366,Abilene,Abilene,TX,TX,79606,79606,32.4054294,32.4047215,-99.7653591,-99.76535,['Mexican restaurant' 'Caterer' 'Fast food restaurant'],['pizza' 'Italian' 'Comfort Food'],,,,
,df1_vs_df2,0.4182835446454461,low,geo,62.4,0.10810810810810811,0.0,kaggle380k-136757,uber_eats-33252,,,kaggle_380k,uber_eats,BJ's Restaurant & Brewhouse,Tokyo Harbor,bj s restaurant brewhouse,tokyo harbor,,,N Central Expy,N Central Expy,1101,1025,Plano,Plano,TX,TX,75075,75075,33.0174102,33.0168587,-96.7096481,-96.7095244,['Restaurant' 'Bar' 'Brewery' 'Sports bar'],['Sushi' 'Japanese' 'Steak'],,,,
,df1_vs_df2,0.47073489543554936,low,addr_zip_or_citystate,63.2,0.24,0.0,kaggle380k-214803,uber_eats-26618,,,kaggle_380k,uber_eats,Alfio's La Trattoria,Pimp my Pasta (4515 Willard Ave),alfio s la trattoria,pimp my pasta 4515 willard ave,,,,,,,Chevy Chase,Chevy Chase,MD,MD,20815,20815,38.9624239,38.96296,-77.0900815,-77.08984,['Italian restaurant' 'Restaurant'],['Italian' 'Pasta' 'Comfort Food' 'Alcohol'],,,,
,df1_vs_df2,0.44260103160884484,low,geo,57.4,0.16393442622950818,0.0,kaggle380k-130759,uber_eats-55720,,,kaggle_380k,uber_eats,BJ's Restaurant & Brewhouse,Krispy Kreme (11915 Gateway Blvd West),bj s restaurant brewhouse,krispy kreme 11915 gateway blvd west,,,Gateway Blvd W,Gateway Blvd West,11905,11915,El Paso,El Paso,TX,TX,79936,79936,31.7243029,31.7238968,-106.307405,-106.3070298,['Restaurant' 'Bar' 'Brewery' 'Sports bar'],['Bakery' 'Desserts' 'Donuts'],,,,
,df1_vs_df2,0.4583808768123563,low,geo,68.3,0.21428571428571427,0.0,kaggle380k-230147,uber_eats-32952,,,kaggle_380k,uber_eats,El Mejor Mexican Kitchen + Cantina,3 Egg Breakfast Burritos,el mejor mexican kitchen cantina,3 egg breakfast burritos,,,W Virginia St,West Virginia Street,119,216,McKinney,McKinney,TX,TX,75069,75069,33.1978069,33.19808,-96.6165121,-96.61717,['Mexican restaurant' 'Bar & grill' 'Event venue'],['Breakfast and Brunch' 'Burritos'],,,,
,df1_vs_df2,0.41895692663114464,low,geo,63.7,0.1111111111111111,0.0,kaggle380k-317181,uber_eats-22094,,,kaggle_380k,uber_eats,Hunan Cafe,Mi Familia Deli &amp; Tienda,hunan cafe,mi familia deli amp tienda,,,S Sterling Blvd,Enterprise Street,415,428,Sterling,Sterling,VA,VA,20164,20164,38.9981462,38.9976,-77.405823,-77.4056,['Chinese restaurant' 'Hunan restaurant' 'Meal delivery'],['Mexican' 'Latin American' 'New Mexican'],,,,
,df1_vs_df2,0.48560710453567135,low,geo,66.0,0.28,0.0,kaggle380k-232827,uber_eats-40385,,,kaggle_380k,uber_eats,China Dragon Chinese Restaurant,11 Degrees Daiquiri,china dragon chinese restaurant,11 degrees daiquiri,,,W Pecan St,West Pecan Street,2700,2700,Pflugerville,Pflugerville,,TX,,78660,30.4502841,30.45002,-97.6571764,-97.65656,['nan'],['Adult' 'Alcohol' 'Beer' 'Wine'],,,,
,df1_vs_df2,0.47054141759880747,low,addr_zip_or_citystate,109.4,0.2857142857142857,0.0,kaggle380k-158438,uber_eats-47568,,,kaggle_380k,uber_eats,Chilli Thai,Italian Villa (Carrollton),chilli thai,italian villa carrollton,,,,,,,Carrollton,Carrollton,TX,TX,75010,75010,33.0224402,33.0215833,-96.9171721,-96.9177478,['Thai restaurant' 'Asian restaurant' 'Southeast Asian restaurant'],"['Italian' 'Salads' 'Pizza' 'Kids Friendly' 'Sandwich' 'Thai' 'Pasta'
 'Healthy']",,,,
,df1_vs_df2,0.4770278694337121,low,addr_zip_or_citystate,88.1,0.2807017543859649,0.0,kaggle380k-102489,uber_eats-17874,,,kaggle_380k,uber_eats,Corndogs by Mr. Cow,Mandarin Express (2700 Potomac Mills Cir),corndogs by mr cow,mandarin express 2700 potomac mills cir,,,,,,,Woodbridge,Woodbridge,VA,VA,22192,22192,38.6431929,38.64344,-77.2965242,-77.29556,['Hot dog restaurant'],['Asian Fusion' 'Asian' 'Chicken' 'Chinese' 'Noodles'],,,,
,df1_vs_df2,0.545202254325079,low,geo,81.4,0.4444444444444444,0.0,kaggle380k-130470,uber_eats-56668,,,kaggle_380k,uber_eats,The Junction off the Square,Thai Square (Denton),the junction off the square,thai square denton,,,S Elm St,W. Hickory St,119,209,Denton,Denton,TX,TX,76201,76201,33.2136841,33.2141474,-97.1335019,-97.1341799,['Restaurant'],['Asian' 'Thai'],,,,
,df1_vs_df2,0.439274271740679,low,addr_zip_or_citystate,240.3,0.3384615384615385,0.0,kaggle380k-146952,uber_eats-49562,,,kaggle_380k,uber_eats,Cajun Skillet Restaurant - Temple,Burger King (2110 S 31st St Ste 120),cajun skillet restaurant temple,burger king 2110 s 31st st ste 120,,,,,,,Temple,Temple,TX,TX,76504,76504,31.0797935,31.081709,-97.3659877,-97.36482,['Restaurant'],['American' 'burger' 'Fast Food'],,,,
,df1_vs_df2,0.4767048818625521,low,addr_zip_or_citystate,124.0,0.3157894736842105,0.0,kaggle380k-200491,uber_eats-55647,,,kaggle_380k,uber_eats,Ruth's Chris Steak House,The Melting Pot (8889 Gateway Blvd),ruth s chris steak house,the melting pot 8889 gateway blvd,,,,,,,El Paso,El Paso,TX,TX,79925,79925,31.7707389,31.77023280143628,-106.3724979,-106.37132874287498,"['Steak house' 'American restaurant' 'Caterer' 'Fine dining restaurant'
 'French steakhouse restaurant' 'Restaurant' 'Seafood restaurant']",['European' 'Modern European' 'Sandwiches' 'Allergy Friendly'],,,,
,df1_vs_df2,0.45401247103686737,low,geo,87.2,0.2222222222222222,0.0,kaggle380k-343364,uber_eats-38239,,,kaggle_380k,uber_eats,Snap Kitchen - Fort Worth,Sweet Sammies,snap kitchen fort worth,sweet sammies,,,W 7th St,Currie St,2828,825,Fort Worth,Fort Worth,TX,TX,76107,76107,32.7512946,32.7505774,-97.3578499,-97.3582268,"['Breakfast restaurant' 'Gluten-free restaurant' 'Health food store'
 'Juice shop' 'Meal delivery' 'Takeout restaurant' 'Salad shop']",['Ice Cream &amp' 'Frozen Yogurt' 'Comfort Food' 'Desserts'],,,,
,df1_vs_df2,0.4796208373845051,low,geo,61.8,0.2608695652173913,0.0,kaggle380k-369497,uber_eats-14751,,,kaggle_380k,uber_eats,Taco Del Mar,Chianti Italian Restaurant (Everett),taco del mar,chianti italian restaurant everett,,,Hewitt Ave,Hewitt Ave,1723,1712,Everett,Everett,WA,WA,98201,98201,47.9794363,47.9789576,-122.2060145,-122.2064368,"['Restaurant' 'Fast food restaurant' 'Mexican restaurant'
 'Tex-Mex restaurant']",['Italian'],,,,
,df1_vs_df2,0.42359826220129815,low,geo,54.2,0.11320754716981132,0.0,kaggle380k-266313,uber_eats-15807,,,kaggle_380k,uber_eats,J's Asian Flaming Grill,Taco Bell (2718 W Kennewick Ave),j s asian flaming grill,taco bell 2718 w kennewick ave,,,W Kennewick Ave,W,2632,2718,Kennewick,Kennewick,,WA,,99336,46.2098488,46.2097,-119.1575591,-119.15823,['nan'],['Burritos' 'Fast Food' 'Mexican' 'Group Friendly'],,,,
,df1_vs_df2,0.46710309325502003,low,geo,77.1,0.24489795918367346,0.0,kaggle380k-128125,uber_eats-62759,,,kaggle_380k,uber_eats,Walk-On's Sports Bistreaux - Baytown Restaurant,Freddy's Frozen Custard &amp; Steakburgers (10520 I-10 E),walk on s sports bistreaux baytown restaurant,freddy s frozen custard amp steakburgers 10520 i 10 e,,,Interstate 10 Service Rd,Interstate 10 East,10528,10520,Baytown,Baytown,TX,TX,77523,77523,29.8208116,29.82068,-94.8956749,-94.89646,['Restaurant' 'Sports bar'],['Burgers' 'American' 'Sandwiches' 'Desserts'],,,,
,df1_vs_df2,0.45589604618729845,low,addr_zip_or_citystate,78.4,0.21818181818181817,0.0,kaggle380k-149701,uber_eats-06969,,,kaggle_380k,uber_eats,Cafe Del Sol,Buffalo Wild Wings (796 Foxcroft Ave Ste 205),cafe del sol,buffalo wild wings 796 foxcroft ave ste 205,,,,,,,Martinsburg,Martinsburg,WV,WV,25401,25401-1838,39.4538285,39.4532937,-77.9867985,-77.9873943,['Restaurant' 'Italian restaurant' 'Mexican restaurant' 'Pizza delivery'],['wings' 'Burgers' 'Sandwich'],,,,
,df1_vs_df2,0.32968282637222635,low,addr_zip_or_citystate,300.8,0.125,0.0,kaggle380k-298468,uber_eats-37369,,,kaggle_380k,uber_eats,Chiangmai Thai Kitchen Tyler,Nekter Juice Bar (8934 S Broadway Ave),chiangmai thai kitchen tyler,nekter juice bar 8934 s broadway ave,,,,,,,Tyler,Tyler,TX,TX,75703,75703,32.249389,32.2503923,-95.306373,-95.3034026,['Thai restaurant'],['Healthy' 'Juice and Smoothies'],,,,
,df1_vs_df2,0.5059521082294323,low,geo,50.9,0.3157894736842105,0.0,kaggle380k-276548,uber_eats-15879,,,kaggle_380k,uber_eats,Nibbana,Panera Bread,nibbana,panera bread,,,N 10th St,North 10TH Street,920,921,Renton,Renton,WA,WA,98057,98056,47.498134,47.4977043,-122.2028622,-122.2026283,['Thai restaurant' 'Restaurant'],"['Breakfast and Brunch' 'salad' 'Sandwich' 'Family Meals' 'Pizza'
 'Healthy' 'American' 'Chicken']",,,,
,df1_vs_df2,0.4811768272911369,low,geo,57.9,0.2608695652173913,0.0,kaggle380k-229818,uber_eats-31404,,,kaggle_380k,uber_eats,Shoga Sushi bar,Blaze Pizza (1350 South State St.),shoga sushi bar,blaze pizza 1350 south state st,,,E University Pkwy,South State St.,386,1350,Orem,Orem,UT,UT,84058,84058,40.272077,40.2723653,-111.685133,-111.6845643,['Japanese restaurant'],['Pizza' 'American' 'Keto' 'Plant Based'],,,,
,df1_vs_df2,0.417361484958295,low,geo,70.9,0.11428571428571428,0.0,kaggle380k-274321,uber_eats-15391,,,kaggle_380k,uber_eats,Marination,Evergreens (6th &amp; Lenora),marination,evergreens 6th amp lenora,,,6th Ave,6th Ave,2000,2070,Seattle,Seattle,WA,WA,98121,98121,47.6147613,47.61526,-122.338521,-122.33911,['Hawaiian restaurant' 'Fast food restaurant' 'Korean restaurant'],"['Salads' 'American' 'Vegetarian' 'Healthy' 'Vegan Friendly'
 'Gluten Free Friendly']",,,,
,df1_vs_df2,0.44588627782385215,low,geo,102.7,0.21739130434782608,0.0,kaggle380k-240811,uber_eats-06656,,,kaggle_380k,uber_eats,Panda Express,Bob Evans 262 (999 Foxcroft Avenue),panda express,bob evans 262 999 foxcroft avenue,,,Foxcroft Ave,Foxcroft Ave,927,999,Martinsburg,Martinsburg,,WV,,25401,39.446438,39.4455147,-77.9876429,-77.9876589,['nan'],"['American' 'Breakfast and Brunch' 'Cafe' 'Omelette'
 'Traditional American' 'Family Meals']",,,,
,df1_vs_df2,0.5260424681419693,low,geo,93.1,0.40816326530612246,0.0,kaggle380k-243253,uber_eats-15331,,,kaggle_380k,uber_eats,Place Pigalle,Pike Place Chowder (Pike Place Market),place pigalle,pike place chowder pike place market,,,Pike St,Post Alley,81,1530,Seattle,Seattle,WA,WA,98101,98101,47.6085987,47.6093538,-122.3405602,-122.3410954,['Restaurant' 'Bar'],['American' 'Seafood'],,,,
,df1_vs_df2,0.2916230859061686,low,addr_zip_or_citystate,419.1,0.14814814814814814,0.0,kaggle380k-291612,uber_eats-09356,,,kaggle_380k,uber_eats,Dick's Drive-In,Boba Express,dick s drive in,boba express,,,,,,,Bellevue,Bellevue,WA,WA,98008,98008,47.6205033,47.61715,-122.1297674,-122.13232,['Hamburger restaurant'],['Juice and Smoothies' 'Desserts' 'Bubble Tea' 'Drinks'],,,,
,df1_vs_df2,0.4618967882091362,low,geo,55.8,0.21052631578947367,0.0,kaggle380k-200413,uber_eats-07344,,,kaggle_380k,uber_eats,Dairy Queen,3/4 Café,dairy queen,3 4 cafe,,,E Main St,,58,,Buckhannon,Buckhannon,WV,WV,26201,26201,38.9942513,38.993752,-80.2285902,-80.228653,['Ice cream shop'],['Comfort Food' 'American' 'Burgers'],,,,
,df1_vs_df2,0.4563553268747118,low,geo,52.7,0.1935483870967742,0.0,kaggle380k-134221,uber_eats-63436,,,kaggle_380k,uber_eats,El CallejÃ³n De Los Milagros,Kumori Sushi &amp; Teppanyaki - Nolana,el callejã³n de los milagros,kumori sushi amp teppanyaki nolana,,,W Nolana Ave,West Nolana Avenue,400,400,McAllen,McAllen,TX,TX,78501,78501,26.2388638,26.2387,-98.2176346,-98.21813,['Mexican restaurant' 'Family restaurant' 'Karaoke bar'],['Comfort Food' 'American' 'Burgers'],,,,
,df1_vs_df2,0.5951753796959607,low,geo,52.6,0.5405405405405406,0.0,kaggle380k-146301,uber_eats-14133,,,kaggle_380k,uber_eats,Palm Court Grill Restaurant,Palm Court,palm court grill restaurant,palm court,,,S Post St,South Post Street,10,10,Spokane,Spokane,WA,WA,99201,99201,47.6567114,47.65688,-117.4243562,-117.4237,"['Bar & grill' 'Brunch restaurant' 'Restaurant' 'Seafood restaurant'
 'Steak house']",['Burgers' 'American' 'Sandwiches'],,,,
,df1_vs_df2,0.3917162585848653,low,addr_zip_or_citystate,299.8,0.27906976744186046,0.0,kaggle380k-144067,uber_eats-31604,,,kaggle_380k,uber_eats,Osaka Japan,Costa Vida (575 E University Pkwy),osaka japan,costa vida 575 e university pkwy,,,,,,,Orem,Orem,UT,UT,84097,84097,40.2756039,40.2742,-111.6792333,-111.68225,['Japanese restaurant'],['Mexican' 'New Mexican'],,,,
,df1_vs_df2,0.5156384534297707,low,geo,66.5,0.35555555555555557,0.0,kaggle380k-306652,uber_eats-16598,,,kaggle_380k,uber_eats,Pupuseria y Tienda Latina,Subway (450 State Ave.),pupuseria y tienda latina,subway 450 state ave,,,State Ave,State Ave.,409,450,Marysville,Marysville,WA,WA,98270,98270,48.0521412,48.05248,-122.1772566,-122.17652,['Salvadoran restaurant'],['Fast Food' 'Sandwich' 'American'],,,,
,df1_vs_df2,0.3910605990796261,low,geo,84.8,0.0625,0.0,kaggle380k-288966,uber_eats-12835,,,kaggle_380k,uber_eats,Happy Hour Olympia,Sofie's Scoops,happy hour olympia,sofie s scoops,,,Capitol Way N,Capitol Way N,122,222,Olympia,Olympia,WA,WA,98501,98501,47.0456507,47.0464105,-122.9015649,-122.9016683,['Wine bar' 'Cider bar' 'Restaurant'],['Ice Cream &amp' 'Frozen Yogurt' 'Desserts'],,,,
,df1_vs_df2,0.4940355122142119,low,addr_zip_or_citystate,137.0,0.37209302325581395,0.0,kaggle380k-281269,uber_eats-14878,,,kaggle_380k,uber_eats,Larson's Restaurant & Lounge,Chaos Bay Brewing Co.,larson s restaurant lounge,chaos bay brewing,,,,,,,Bremerton,Bremerton,WA,WA,98310,98310-4624,47.5892246,47.5897,-122.6153354,-122.61365,['American restaurant' 'Bar'],['Burgers' 'American' 'Sandwiches'],,,,
,df1_vs_df2,0.45050287286963103,low,addr_zip_or_citystate,90.0,0.21621621621621623,0.0,kaggle380k-087392,uber_eats-09238,,,kaggle_380k,uber_eats,Fresh n More,Daniel's Broiler - Bellevue,fresh n more,daniel s broiler bellevue,,,,,,,Bellevue,Bellevue,WA,WA,98004,98004,47.6175814,47.6183065,-122.2001491,-122.2006814,['Buffet restaurant' 'Asian fusion restaurant'],['Steak' 'American' 'Fast Food'],,,,
,df1_vs_df2,0.4245314029219558,low,geo,59.9,0.12121212121212122,0.0,kaggle380k-349424,uber_eats-12902,,,kaggle_380k,uber_eats,Market Grill,Sisters European Cafe,market grill,sisters european cafe,,,Pike Pl,Post Alley,1509,1530,Seattle,Seattle,WA,WA,98101,98101,47.6088521,47.60939,-122.3410809,-122.34112,['Seafood restaurant' 'Restaurant'],['European' 'Modern European' 'Sandwiches'],,,,
,df1_vs_df2,0.62430468005508,low,geo,66.1,0.6268656716417911,0.0,kaggle380k-148537,uber_eats-37177,,,kaggle_380k,uber_eats,Dickey's Barbecue Pit,Dickey's Barbecue Pit (TX-0471) 3911 Lawrence Rd,dickey s barbecue pit,dickey s barbecue pit tx 0471 3911 lawrence rd,,,Lawrence Rd,Lawrence Road,3911,3911,Wichita Falls,Wichita Falls,TX,TX,76308,76308,33.8728179,33.8734,-98.5394154,-98.53927,"['Barbecue restaurant' 'Box lunch supplier'
 'Catering food and drink supplier' 'Caterer' 'Chicken wings restaurant'
 'Delivery service' 'Family restaurant' 'Meal delivery' 'Restaurant']",['American' 'BBQ' 'Wings'],,,,
,df1_vs_df2,0.4360731248125051,low,geo,91.6,0.18181818181818182,0.0,kaggle380k-352277,uber_eats-09314,,,kaggle_380k,uber_eats,The Roll Pod,Señor Taco,the roll pod,señor taco,,,NE 20th St,NE 20th St,14320,14339,Bellevue,Bellevue,WA,WA,98007,98007,47.6282603,47.627524,-122.1493962,-122.148847,['Indian restaurant' 'Caterer'],['Mexican' 'Vegetarian Friendly'],,,,
,df1_vs_df2,0.4243432118341358,low,addr_zip_or_citystate,121.0,0.18181818181818182,0.0,kaggle380k-149240,uber_eats-06549,,,kaggle_380k,uber_eats,Steak Escape,Burger King (2395 White Hall Blvd),steak escape,burger king 2395 white hall blvd,,,,,,,Fairmont,Fairmont,WV,WV,26554,26554,39.435468,39.4361735,-80.183399,-80.1823269,"['Sandwich shop' 'Cheesesteak restaurant' 'Takeout restaurant'
 'Salad shop' 'Steak house']",['American' 'burger' 'Comfort Food' 'Family Meals'],,,,
,df1_vs_df2,0.44006068386560254,low,addr_zip_or_citystate,70.1,0.1702127659574468,0.0,kaggle380k-252652,uber_eats-22761,,,kaggle_380k,uber_eats,TGI Fridays,"Apps All Around (293 - Potomac Mills, VA)",tgi fridays,apps all around 293 potomac mills va,,,,,,,Woodbridge,Woodbridge,VA,VA,22192,22192,38.6504144,38.65029,-77.2939691,-77.29476,['Restaurant' 'American restaurant' 'Bar & grill' 'Sports bar'],['Bar Food' 'To Share' 'Wings' 'Burgers'],,,,
,df1_vs_df2,0.4709293657359642,low,geo,58.0,0.23529411764705882,0.0,kaggle380k-261182,uber_eats-31440,,,kaggle_380k,uber_eats,Feast Buffet,Asahi,feast buffet,asahi,,,N State St,N State St,1428,1470,Orem,Orem,UT,UT,84057,84057,40.3235478,40.32406,-111.7061275,-111.706,"['Buffet restaurant' 'Chinese restaurant' 'Takeout restaurant'
 'Mongolian barbecue restaurant' 'Sushi restaurant']",['Japanese' 'Asian' 'Sushi'],,,,
,df1_vs_df2,0.5161688105550855,low,geo,78.0,0.3684210526315789,0.0,kaggle380k-007620,uber_eats-46243,,,kaggle_380k,uber_eats,Whataburger,The Burger Den (6111 Fm 1488),whataburger,the burger den 6111 fm 1488,,,FM 1488 RD,Fm 1488,,6111,Magnolia,Magnolia,TX,TX,77354,77354,30.2228567,30.22325,-95.5613522,-95.56068,"['Restaurant' 'Breakfast restaurant' 'Chicken restaurant'
 'Fast food restaurant' 'Hamburger restaurant' 'Takeout restaurant']",['American' 'Burgers' 'Comfort Food' 'Vegetarian Friendly' 'Fast Food'],,,,
,df1_vs_df2,0.43222338498845003,low,geo,52.8,0.13333333333333333,0.0,kaggle380k-143097,uber_eats-29457,,,kaggle_380k,uber_eats,Positive Pie Inc.,Rabble-Rouser Chocolate &amp; Craft Co,positive pie,rabble rouser chocolate amp craft,,,State St,Main St,22,64,Montpelier,Montpelier,VT,VT,05602,5602,44.2601286,44.25967,-72.5763007,-72.57613,['Pizza restaurant'],['Coffee and Tea' 'American' 'Breakfast and Brunch'],,,,
